Zip Code,,city,state_id
29137,$82.50,Salley,SC
29164,$82.50,Wagener,SC
29356,$82.50,Landrum,SC
29601,$82.50,Greenville,SC
29602,$82.50,Greenville,SC
29603,$82.50,Greenville,SC
29604,$82.50,Greenville,SC
29605,$82.50,Greenville,SC
29606,$82.50,Greenville,SC
29607,$82.50,Greenville,SC
29608,$82.50,Greenville,SC
29609,$82.50,Greenville,SC
29610,$82.50,Greenville,SC
29611,$82.50,Greenville,SC
29612,$82.50,Greenville,SC
29613,$82.50,Greenville,SC
29614,$82.50,Greenville,SC
29615,$82.50,Greenville,SC
29616,$82.50,Greenville,SC
29617,$82.50,Greenville,SC
29635,$82.50,Cleveland,SC
29636,$82.50,Cleveland,SC
29650,$82.50,Greer,SC
29651,$82.50,Greer,SC
29652,$82.50,Greer,SC
29661,$82.50,Marietta,SC
29662,$82.50,Mauldin,SC
29669,$82.50,Pelzer,SC
29673,$82.50,Piedmont,SC
29680,$82.50,Simpsonville,SC
29681,$82.50,Simpsonville,SC
29683,$82.50,Slater,SC
29687,$82.50,Taylors,SC
29688,$82.50,Taylors,SC
29690,$82.50,Travelers Rest,SC
29801,$82.50,Aiken,SC
29802,$82.50,Aiken,SC
29803,$82.50,Aiken,SC
29804,$82.50,Aiken,SC
29805,$82.50,Aiken,SC
29808,$82.50,Aiken,SC
29809,$82.50,New Ellenton,SC
29816,$82.50,Bath,SC
29822,$82.50,Clarks Hill,SC
29828,$82.50,Gloverville,SC
29829,$82.50,Graniteville,SC
29831,$82.50,Jackson,SC
29834,$82.50,Langley,SC
29839,$82.50,Modoc,SC
29841,$82.50,North Augusta,SC
29842,$82.50,Beech Island,SC
29850,$82.50,Ulmer,SC
29851,$82.50,Warrenville,SC
29856,$82.50,Windsor,SC
29861,$82.50,North Augusta,SC
30006,$82.50,Alpharetta,GA
30007,$82.50,Alpharetta,GA
30008,$82.50,Marietta,GA
30060,$82.50,Marietta,GA
30061,$82.50,Marietta,GA
30062,$82.50,Marietta,GA
30063,$82.50,Marietta,GA
30064,$82.50,Marietta,GA
30065,$82.50,Marietta,GA
30066,$82.50,Marietta,GA
30067,$82.50,Marietta,GA
30068,$82.50,Marietta,GA
30069,$82.50,Marietta,GA
30080,$82.50,Smyrna,GA
30081,$82.50,Smyrna,GA
30082,$82.50,Smyrna,GA
30090,$82.50,Marietta,GA
30101,$82.50,Acworth,GA
30102,$82.50,Acworth,GA
30106,$82.50,Austell,GA
30107,$82.50,Ball Ground,GA
30111,$82.50,Clarkdale,GA
30114,$82.50,Canton,GA
30115,$82.50,Canton,GA
30126,$82.50,Mableton,GA
30127,$82.50,Powder Springs,GA
30142,$82.50,Hiram,GA
30144,$82.50,Kennesaw,GA
30146,$82.50,Kingston,GA
30151,$82.50,Mount Berry,GA
30152,$82.50,Kennesaw,GA
30156,$82.50,Rockmart,GA
30160,$82.50,Dallas,GA
30168,$82.50,Austell,GA
30169,$82.50,Austell,GA
30183,$82.50,Waleska,GA
30188,$82.50,Woodstock,GA
30189,$82.50,Woodstock,GA
31144,$82.50,Warner Robins,GA
31820,$82.50,Midland,GA
31829,$82.50,Upatoi,GA
31901,$82.50,Columbus,GA
31902,$82.50,Columbus,GA
31903,$82.50,Columbus,GA
31904,$82.50,Columbus,GA
31906,$82.50,Columbus,GA
31907,$82.50,Columbus,GA
31908,$82.50,Columbus,GA
31909,$82.50,Columbus,GA
31914,$82.50,Columbus,GA
31917,$82.50,Columbus,GA
31993,$82.50,Columbus,GA
31995,$82.50,Columbus,GA
31997,$82.50,Columbus,GA
31998,$82.50,Columbus,GA
31999,$82.50,Columbus,GA
32102,$82.50,Astor,FL
32105,$82.50,Astor,FL
32110,$82.50,Bunnell,FL
32114,$82.50,Daytona Beach,FL
32115,$82.50,Daytona Beach,FL
32116,$82.50,Daytona Beach,FL
32117,$82.50,Daytona Beach,FL
32118,$82.50,Daytona Beach,FL
32119,$82.50,Daytona Beach,FL
32120,$82.50,Daytona Beach,FL
32121,$82.50,Daytona Beach,FL
32122,$82.50,Daytona Beach,FL
32123,$82.50,Daytona Beach,FL
32124,$82.50,Daytona Beach,FL
32125,$82.50,Daytona Beach,FL
32126,$82.50,Daytona Beach,FL
32127,$82.50,Port Orange,FL
32128,$82.50,Port Orange,FL
32129,$82.50,Port Orange,FL
32130,$82.50,De Leon Springs,FL
32132,$82.50,Edgewater,FL
32135,$82.50,Fort McCoy,FL
32136,$82.50,Flagler Beach,FL
32137,$82.50,Palm Coast,FL
32141,$82.50,Edgewater,FL
32142,$82.50,Edgewater,FL
32143,$82.50,Edgewater,FL
32158,$82.50,Lake Como,FL
32159,$82.50,Lady Lake,FL
32164,$82.50,Palm Coast,FL
32168,$82.50,New Smyrna Beach,FL
32169,$82.50,New Smyrna Beach,FL
32170,$82.50,New Smyrna Beach,FL
32173,$82.50,New Smyrna Beach,FL
32174,$82.50,Ormond Beach,FL
32175,$82.50,Ormond Beach,FL
32176,$82.50,Ormond Beach,FL
32180,$82.50,Pierson,FL
32190,$82.50,Seville,FL
32198,$82.50,Weirsdale,FL
32401,$82.50,Panama City,FL
32402,$82.50,Panama City,FL
32403,$82.50,Panama City,FL
32404,$82.50,Panama City,FL
32405,$82.50,Panama City,FL
32406,$82.50,Panama City,FL
32407,$82.50,Panama City Beach,FL
32408,$82.50,Panama City,FL
32409,$82.50,Panama City,FL
32410,$82.50,Mexico Beach,FL
32411,$82.50,Mexico Beach,FL
32412,$82.50,Mexico Beach,FL
32413,$82.50,Panama City Beach,FL
32417,$82.50,Panama City Beach,FL
32438,$82.50,Fountain,FL
32444,$82.50,Lynn Haven,FL
32461,$82.50,Inlet Beach,FL
32466,$82.50,Youngstown,FL
32702,$82.50,Altoona,FL
32706,$82.50,Apopka,FL
32713,$82.50,Debary,FL
32720,$82.50,Deland,FL
32721,$82.50,Deland,FL
32722,$82.50,Deland,FL
32723,$82.50,Deland,FL
32724,$82.50,Deland,FL
32725,$82.50,Deltona,FL
32726,$82.50,Eustis,FL
32727,$82.50,Eustis,FL
32728,$82.50,Eustis,FL
32735,$82.50,Grand Island,FL
32736,$82.50,Eustis,FL
32738,$82.50,Deltona,FL
32739,$82.50,Deltona,FL
32744,$82.50,Lake Helen,FL
32753,$82.50,Maitland,FL
32756,$82.50,Mims,FL
32757,$82.50,Mount Dora,FL
32759,$82.50,Oak Hill,FL
32763,$82.50,Orange City,FL
32764,$82.50,Osteen,FL
32767,$82.50,Paisley,FL
32774,$82.50,Sanford,FL
32776,$82.50,Sorrento,FL
32778,$82.50,Tavares,FL
32784,$82.50,Umatilla,FL
33523,$82.50,Dade City,FL
33524,$82.50,Dade City,FL
33525,$82.50,Dade City,FL
33526,$82.50,Dade City,FL
33537,$82.50,Gibsonton,FL
33539,$82.50,Lake Panasoffkee,FL
33540,$82.50,Zephyrhills,FL
33541,$82.50,Zephyrhills,FL
33542,$82.50,Zephyrhills,FL
33543,$82.50,Wesley Chapel,FL
33544,$82.50,Wesley Chapel,FL
33545,$82.50,Wesley Chapel,FL
33574,$82.50,Saint Leo,FL
33576,$82.50,San Antonio,FL
33593,$82.50,Thonotosassa,FL
33801,$82.50,Lakeland,FL
33802,$82.50,Lakeland,FL
33803,$82.50,Lakeland,FL
33804,$82.50,Lakeland,FL
33805,$82.50,Lakeland,FL
33806,$82.50,Lakeland,FL
33807,$82.50,Lakeland,FL
33809,$82.50,Lakeland,FL
33810,$82.50,Lakeland,FL
33811,$82.50,Lakeland,FL
33812,$82.50,Lakeland,FL
33813,$82.50,Lakeland,FL
33815,$82.50,Lakeland,FL
33820,$82.50,Lakeland,FL
33823,$82.50,Auburndale,FL
33827,$82.50,Babson Park,FL
33830,$82.50,Bartow,FL
33831,$82.50,Bartow,FL
33835,$82.50,Bradley,FL
33836,$82.50,Bradley,FL
33837,$82.50,Davenport,FL
33838,$82.50,Dundee,FL
33839,$82.50,Eagle Lake,FL
33840,$82.50,Eaton Park,FL
33841,$82.50,Fort Meade,FL
33843,$82.50,Frostproof,FL
33844,$82.50,Haines City,FL
33845,$82.50,Haines City,FL
33846,$82.50,Haines City,FL
33847,$82.50,Homeland,FL
33849,$82.50,Kathleen,FL
33850,$82.50,Lake Alfred,FL
33851,$82.50,Lake Hamilton,FL
33853,$82.50,Lake Wales,FL
33854,$82.50,Lakeshore,FL
33855,$82.50,Indian Lake Estates,FL
33856,$82.50,Nalcrest,FL
33858,$82.50,Loughman,FL
33859,$82.50,Lake Wales,FL
33860,$82.50,Mulberry,FL
33863,$82.50,Mulberry,FL
33867,$82.50,River Ranch,FL
33868,$82.50,Polk City,FL
33877,$82.50,Waverly,FL
33880,$82.50,Winter Haven,FL
33881,$82.50,Winter Haven,FL
33882,$82.50,Winter Haven,FL
33883,$82.50,Winter Haven,FL
33884,$82.50,Winter Haven,FL
33885,$82.50,Winter Haven,FL
33888,$82.50,Winter Haven,FL
33896,$82.50,Davenport,FL
33897,$82.50,Davenport,FL
33898,$82.50,Lake Wales,FL
34610,$82.50,Spring Hill,FL
34637,$82.50,Land O'Lakes,FL
34638,$82.50,Land O'Lakes,FL
34639,$82.50,Land O'Lakes,FL
34652,$82.50,New Port Richey,FL
34653,$82.50,New Port Richey,FL
34654,$82.50,New Port Richey,FL
34655,$82.50,New Port Richey,FL
34656,$82.50,New Port Richey,FL
34667,$82.50,Hudson,FL
34668,$82.50,Port Richey,FL
34669,$82.50,Hudson,FL
34673,$82.50,Hudson,FL
34674,$82.50,Hudson,FL
34679,$82.50,Aripeka,FL
34680,$82.50,Aripeka,FL
34690,$82.50,Holiday,FL
34691,$82.50,Holiday,FL
34692,$82.50,Holiday,FL
34705,$82.50,Astatula,FL
34711,$82.50,Clermont,FL
34712,$82.50,Clermont,FL
34713,$82.50,Clermont,FL
34714,$82.50,Clermont,FL
34715,$82.50,Clermont,FL
34729,$82.50,Ferndale,FL
34731,$82.50,Fruitland Park,FL
34736,$82.50,Groveland,FL
34737,$82.50,Howey In The Hills,FL
34748,$82.50,Leesburg,FL
34749,$82.50,Leesburg,FL
34753,$82.50,Mascotte,FL
34755,$82.50,Mascotte,FL
34756,$82.50,Montverde,FL
34759,$82.50,Kissimmee,FL
34762,$82.50,Okahumpka,FL
34788,$82.50,Leesburg,FL
34789,$82.50,Leesburg,FL
34797,$82.50,Yalaha,FL
37011,$82.50,Adams,TN
37013,$82.50,Antioch,TN
37014,$82.50,Arrington,TN
37024,$82.50,Big Rock,TN
37027,$82.50,Brentwood,TN
37046,$82.50,College Grove,TN
37062,$82.50,Fairview,TN
37064,$82.50,Franklin,TN
37065,$82.50,Franklin,TN
37067,$82.50,Franklin,TN
37068,$82.50,Franklin,TN
37069,$82.50,Franklin,TN
37070,$82.50,Franklin,TN
37071,$82.50,Franklin,TN
37072,$82.50,Goodlettsville,TN
37076,$82.50,Hermitage,TN
37080,$82.50,Joelton,TN
37087,$82.50,Lebanon,TN
37088,$82.50,Lebanon,TN
37090,$82.50,Lebanon,TN
37115,$82.50,Madison,TN
37116,$82.50,Madison,TN
37121,$82.50,Milton,TN
37122,$82.50,Mount Juliet,TN
37135,$82.50,Nolensville,TN
37136,$82.50,Nolensville,TN
37138,$82.50,Old Hickory,TN
37179,$82.50,Thompsons Station,TN
37184,$82.50,Watertown,TN
37189,$82.50,Whites Creek,TN
37201,$82.50,Nashville,TN
37202,$82.50,Nashville,TN
37203,$82.50,Nashville,TN
37204,$82.50,Nashville,TN
37205,$82.50,Nashville,TN
37206,$82.50,Nashville,TN
37207,$82.50,Nashville,TN
37208,$82.50,Nashville,TN
37209,$82.50,Nashville,TN
37210,$82.50,Nashville,TN
37211,$82.50,Nashville,TN
37212,$82.50,Nashville,TN
37213,$82.50,Nashville,TN
37214,$82.50,Nashville,TN
37215,$82.50,Nashville,TN
37216,$82.50,Nashville,TN
37217,$82.50,Nashville,TN
37218,$82.50,Nashville,TN
37219,$82.50,Nashville,TN
37220,$82.50,Nashville,TN
37221,$82.50,Nashville,TN
37222,$82.50,Nashville,TN
37224,$82.50,Nashville,TN
37227,$82.50,Nashville,TN
37228,$82.50,Nashville,TN
37229,$82.50,Nashville,TN
37230,$82.50,Nashville,TN
37232,$82.50,Nashville,TN
37234,$82.50,Nashville,TN
37235,$82.50,Nashville,TN
37236,$82.50,Nashville,TN
37238,$82.50,Nashville,TN
37240,$82.50,Nashville,TN
37241,$82.50,Nashville,TN
37242,$82.50,Nashville,TN
37243,$82.50,Nashville,TN
37244,$82.50,Nashville,TN
37246,$82.50,Nashville,TN
37250,$82.50,Nashville,TN
37302,$82.50,Apison,TN
37315,$82.50,Collegedale,TN
37341,$82.50,Harrison,TN
37343,$82.50,Hixson,TN
37350,$82.50,Lookout Mountain,TN
37351,$82.50,Lupton City,TN
37363,$82.50,Ooltewah,TN
37377,$82.50,Signal Mountain,TN
37379,$82.50,Soddy Daisy,TN
37384,$82.50,Sewanee,TN
37401,$82.50,Winchester,TN
37402,$82.50,Chattanooga,TN
37403,$82.50,Chattanooga,TN
37404,$82.50,Chattanooga,TN
37405,$82.50,Chattanooga,TN
37406,$82.50,Chattanooga,TN
37408,$82.50,Chattanooga,TN
37409,$82.50,Chattanooga,TN
37410,$82.50,Chattanooga,TN
37411,$82.50,Chattanooga,TN
37412,$82.50,Chattanooga,TN
37414,$82.50,Chattanooga,TN
37415,$82.50,Chattanooga,TN
37416,$82.50,Chattanooga,TN
37419,$82.50,Chattanooga,TN
37421,$82.50,Chattanooga,TN
37422,$82.50,Chattanooga,TN
37424,$82.50,Chattanooga,TN
37450,$82.50,Chattanooga,TN
38476,$82.50,Primm Springs,TN
40502,$82.50,Lexington,KY
40503,$82.50,Lexington,KY
40504,$82.50,Lexington,KY
40505,$82.50,Lexington,KY
40506,$82.50,Lexington,KY
40507,$82.50,Lexington,KY
40508,$82.50,Lexington,KY
40509,$82.50,Lexington,KY
40510,$82.50,Lexington,KY
40511,$82.50,Lexington,KY
40512,$82.50,Lexington,KY
40513,$82.50,Lexington,KY
40514,$82.50,Lexington,KY
40515,$82.50,Lexington,KY
40516,$82.50,Lexington,KY
40517,$82.50,Lexington,KY
40522,$82.50,Lexington,KY
40523,$82.50,Lexington,KY
40524,$82.50,Lexington,KY
40526,$82.50,Lexington,KY
40533,$82.50,Lexington,KY
40536,$82.50,Lexington,KY
40544,$82.50,Lexington,KY
40546,$82.50,Lexington,KY
40550,$82.50,Lexington,KY
40555,$82.50,Lexington,KY
40574,$82.50,Lexington,KY
40575,$82.50,Lexington,KY
40576,$82.50,Lexington,KY
40577,$82.50,Lexington,KY
40578,$82.50,Lexington,KY
40579,$82.50,Lexington,KY
40580,$82.50,Lexington,KY
40581,$82.50,Lexington,KY
40582,$82.50,Lexington,KY
40583,$82.50,Lexington,KY
40588,$82.50,Lexington,KY
40591,$82.50,Lexington,KY
40598,$82.50,Lexington,KY
45011,$82.50,Hamilton,OH
45012,$82.50,Hamilton,OH
45013,$82.50,Hamilton,OH
45014,$82.50,Fairfield,OH
45015,$82.50,Hamilton,OH
45018,$82.50,Hamilton,OH
45050,$82.50,Monroe,OH
45053,$82.50,Okeana,OH
45061,$82.50,Oxford,OH
45069,$82.50,West Chester,OH
45071,$82.50,West Elkton,OH
48005,$82.50,Armada,MI
48007,$82.50,Avoca,MI
48009,$82.50,Birmingham,MI
48012,$82.50,Birmingham,MI
48015,$82.50,Center Line,MI
48017,$82.50,Clawson,MI
48021,$82.50,Eastpointe,MI
48025,$82.50,Franklin,MI
48026,$82.50,Fraser,MI
48030,$82.50,Hazel Park,MI
48033,$82.50,Southfield,MI
48034,$82.50,Southfield,MI
48035,$82.50,Clinton Township,MI
48036,$82.50,Clinton Township,MI
48037,$82.50,Clinton Township,MI
48038,$82.50,Clinton Township,MI
48042,$82.50,Macomb,MI
48043,$82.50,Mount Clemens,MI
48044,$82.50,Macomb,MI
48045,$82.50,Harrison Township,MI
48046,$82.50,Harrison Township,MI
48047,$82.50,New Baltimore,MI
48048,$82.50,New Haven,MI
48050,$82.50,New Haven,MI
48051,$82.50,New Baltimore,MI
48062,$82.50,Richmond,MI
48065,$82.50,Romeo,MI
48066,$82.50,Roseville,MI
48067,$82.50,Royal Oak,MI
48068,$82.50,Royal Oak,MI
48069,$82.50,Pleasant Ridge,MI
48070,$82.50,Huntington Woods,MI
48071,$82.50,Madison Heights,MI
48072,$82.50,Berkley,MI
48073,$82.50,Royal Oak,MI
48075,$82.50,Southfield,MI
48076,$82.50,Southfield,MI
48080,$82.50,Saint Clair Shores,MI
48081,$82.50,Saint Clair Shores,MI
48082,$82.50,Saint Clair Shores,MI
48083,$82.50,Troy,MI
48084,$82.50,Troy,MI
48085,$82.50,Troy,MI
48086,$82.50,Troy,MI
48088,$82.50,Warren,MI
48089,$82.50,Warren,MI
48090,$82.50,Warren,MI
48091,$82.50,Warren,MI
48092,$82.50,Warren,MI
48093,$82.50,Warren,MI
48094,$82.50,Washington,MI
48095,$82.50,Washington,MI
48096,$82.50,Ray,MI
48098,$82.50,Troy,MI
48099,$82.50,Troy,MI
48103,$82.50,Ann Arbor,MI
48104,$82.50,Ann Arbor,MI
48105,$82.50,Ann Arbor,MI
48106,$82.50,Ann Arbor,MI
48107,$82.50,Ann Arbor,MI
48108,$82.50,Ann Arbor,MI
48109,$82.50,Ann Arbor,MI
48113,$82.50,Belleville,MI
48115,$82.50,Brighton,MI
48118,$82.50,Chelsea,MI
48130,$82.50,Dexter,MI
48158,$82.50,Manchester,MI
48165,$82.50,New Hudson,MI
48175,$82.50,Romulus,MI
48176,$82.50,Saline,MI
48178,$82.50,South Lyon,MI
48189,$82.50,Whitmore Lake,MI
48190,$82.50,Whittaker,MI
48191,$82.50,Willis,MI
48197,$82.50,Ypsilanti,MI
48198,$82.50,Ypsilanti,MI
48220,$82.50,Ferndale,MI
48237,$82.50,Oak Park,MI
48301,$82.50,Bloomfield Hills,MI
48302,$82.50,Bloomfield Hills,MI
48303,$82.50,Bloomfield Hills,MI
48304,$82.50,Bloomfield Hills,MI
48306,$82.50,Rochester,MI
48307,$82.50,Rochester,MI
48308,$82.50,Rochester,MI
48309,$82.50,Rochester,MI
48310,$82.50,Sterling Heights,MI
48311,$82.50,Sterling Heights,MI
48312,$82.50,Sterling Heights,MI
48313,$82.50,Sterling Heights,MI
48314,$82.50,Sterling Heights,MI
48315,$82.50,Utica,MI
48316,$82.50,Utica,MI
48317,$82.50,Utica,MI
48318,$82.50,Utica,MI
48320,$82.50,Keego Harbor,MI
48321,$82.50,Keego Harbor,MI
48322,$82.50,West Bloomfield,MI
48323,$82.50,West Bloomfield,MI
48324,$82.50,West Bloomfield,MI
48325,$82.50,West Bloomfield,MI
48326,$82.50,Auburn Hills,MI
48327,$82.50,Waterford,MI
48328,$82.50,Waterford,MI
48329,$82.50,Waterford,MI
48330,$82.50,Waterford,MI
48331,$82.50,Farmington,MI
48332,$82.50,Farmington,MI
48333,$82.50,Farmington,MI
48334,$82.50,Farmington,MI
48335,$82.50,Farmington,MI
48336,$82.50,Farmington,MI
48340,$82.50,Pontiac,MI
48341,$82.50,Pontiac,MI
48342,$82.50,Pontiac,MI
48343,$82.50,Pontiac,MI
48346,$82.50,Clarkston,MI
48347,$82.50,Clarkston,MI
48348,$82.50,Clarkston,MI
48350,$82.50,Davisburg,MI
48356,$82.50,Highland,MI
48357,$82.50,Highland,MI
48359,$82.50,Lake Orion,MI
48360,$82.50,Lake Orion,MI
48361,$82.50,Lake Orion,MI
48362,$82.50,Lake Orion,MI
48363,$82.50,Oakland,MI
48366,$82.50,Oakland,MI
48367,$82.50,Leonard,MI
48370,$82.50,Oxford,MI
48371,$82.50,Oxford,MI
48374,$82.50,Novi,MI
48375,$82.50,Novi,MI
48376,$82.50,Novi,MI
48377,$82.50,Novi,MI
48380,$82.50,Milford,MI
48381,$82.50,Milford,MI
48382,$82.50,Commerce Township,MI
48383,$82.50,White Lake,MI
48386,$82.50,White Lake,MI
48387,$82.50,White Lake,MI
48390,$82.50,Walled Lake,MI
48391,$82.50,Walled Lake,MI
48393,$82.50,Wixom,MI
48397,$82.50,Wixom,MI
48415,$82.50,Birch Run,MI
48417,$82.50,Burt,MI
48442,$82.50,Holly,MI
48462,$82.50,Ortonville,MI
48601,$82.50,Saginaw,MI
48602,$82.50,Saginaw,MI
48603,$82.50,Saginaw,MI
48604,$82.50,Saginaw,MI
48605,$82.50,Saginaw,MI
48606,$82.50,Saginaw,MI
48607,$82.50,Saginaw,MI
48608,$82.50,Saginaw,MI
48609,$82.50,Saginaw,MI
48614,$82.50,Brant,MI
48616,$82.50,Chesaning,MI
48623,$82.50,Freeland,MI
48626,$82.50,Hemlock,MI
48637,$82.50,Merrill,MI
48638,$82.50,Saginaw,MI
48649,$82.50,Oakley,MI
48655,$82.50,Saint Charles,MI
48663,$82.50,Wheeler,MI
48722,$82.50,Bridgeport,MI
48724,$82.50,Carrollton,MI
48734,$82.50,Frankenmuth,MI
48787,$82.50,Whittemore,MI
48805,$82.50,Alma,MI
48819,$82.50,Dansville,MI
48823,$82.50,East Lansing,MI
48824,$82.50,East Lansing,MI
48825,$82.50,East Lansing,MI
48826,$82.50,East Lansing,MI
48840,$82.50,Haslett,MI
48842,$82.50,Holt,MI
48854,$82.50,Mason,MI
48864,$82.50,Okemos,MI
48892,$82.50,Webberville,MI
48895,$82.50,Williamston,MI
48901,$82.50,Woodland,MI
48909,$82.50,Lansing,MI
48910,$82.50,Lansing,MI
48911,$82.50,Lansing,MI
48912,$82.50,Lansing,MI
48913,$82.50,Lansing,MI
48915,$82.50,Lansing,MI
48916,$82.50,Lansing,MI
48918,$82.50,Lansing,MI
48919,$82.50,Lansing,MI
48922,$82.50,Lansing,MI
48924,$82.50,Lansing,MI
48929,$82.50,Lansing,MI
48930,$82.50,Lansing,MI
48933,$82.50,Lansing,MI
48937,$82.50,Lansing,MI
48951,$82.50,Lansing,MI
48956,$82.50,Lansing,MI
48980,$82.50,Lansing,MI
49251,$82.50,Leslie,MI
49264,$82.50,Onondaga,MI
49285,$82.50,Stockbridge,MI
60004,$82.50,Arlington Heights,IL
60005,$82.50,Arlington Heights,IL
60006,$82.50,Arlington Heights,IL
60007,$82.50,Elk Grove Village,IL
60008,$82.50,Rolling Meadows,IL
60009,$82.50,Rolling Meadows,IL
60016,$82.50,Des Plaines,IL
60017,$82.50,Des Plaines,IL
60018,$82.50,Des Plaines,IL
60019,$82.50,Des Plaines,IL
60022,$82.50,Glencoe,IL
60025,$82.50,Glenview,IL
60026,$82.50,Glenview,IL
60029,$82.50,Golf,IL
60038,$82.50,Highland Park,IL
60043,$82.50,Kenilworth,IL
60053,$82.50,Morton Grove,IL
60055,$82.50,Morton Grove,IL
60056,$82.50,Mount Prospect,IL
60062,$82.50,Northbrook,IL
60065,$82.50,North Chicago,IL
60067,$82.50,Palatine,IL
60068,$82.50,Park Ridge,IL
60070,$82.50,Prospect Heights,IL
60074,$82.50,Palatine,IL
60076,$82.50,Skokie,IL
60077,$82.50,Skokie,IL
60078,$82.50,Skokie,IL
60082,$82.50,Spring Grove,IL
60090,$82.50,Wheeling,IL
60091,$82.50,Wilmette,IL
60093,$82.50,Winnetka,IL
60094,$82.50,Winnetka,IL
60095,$82.50,Winnetka,IL
60103,$82.50,Bartlett,IL
60104,$82.50,Bellwood,IL
60107,$82.50,Streamwood,IL
60109,$82.50,Burlington,IL
60110,$82.50,Carpentersville,IL
60118,$82.50,Dundee,IL
60119,$82.50,Elburn,IL
60120,$82.50,Elgin,IL
60121,$82.50,Elgin,IL
60122,$82.50,Elgin,IL
60123,$82.50,Elgin,IL
60124,$82.50,Elgin,IL
60130,$82.50,Forest Park,IL
60131,$82.50,Franklin Park,IL
60133,$82.50,Hanover Park,IL
60134,$82.50,Geneva,IL
60136,$82.50,Gilberts,IL
60140,$82.50,Hampshire,IL
60141,$82.50,Hines,IL
60144,$82.50,Kaneville,IL
60147,$82.50,Kirkland,IL
60151,$82.50,Maple Park,IL
60153,$82.50,Maywood,IL
60154,$82.50,Westchester,IL
60155,$82.50,Broadview,IL
60159,$82.50,Medinah,IL
60160,$82.50,Melrose Park,IL
60161,$82.50,Melrose Park,IL
60162,$82.50,Hillside,IL
60163,$82.50,Berkeley,IL
60164,$82.50,Melrose Park,IL
60165,$82.50,Stone Park,IL
60168,$82.50,Stone Park,IL
60169,$82.50,Hoffman Estates,IL
60171,$82.50,River Grove,IL
60173,$82.50,Schaumburg,IL
60174,$82.50,Saint Charles,IL
60175,$82.50,Saint Charles,IL
60176,$82.50,Schiller Park,IL
60177,$82.50,South Elgin,IL
60179,$82.50,Sycamore,IL
60183,$82.50,Wasco,IL
60192,$82.50,Hoffman Estates,IL
60193,$82.50,Schaumburg,IL
60194,$82.50,Schaumburg,IL
60195,$82.50,Schaumburg,IL
60196,$82.50,Schaumburg,IL
60201,$82.50,Evanston,IL
60202,$82.50,Evanston,IL
60203,$82.50,Evanston,IL
60204,$82.50,Evanston,IL
60208,$82.50,Evanston,IL
60209,$82.50,Evanston,IL
60301,$82.50,Oak Park,IL
60302,$82.50,Oak Park,IL
60303,$82.50,Oak Park,IL
60304,$82.50,Oak Park,IL
60305,$82.50,River Forest,IL
60401,$82.50,Beecher,IL
60402,$82.50,Berwyn,IL
60403,$82.50,Crest Hill,IL
60404,$82.50,Shorewood,IL
60406,$82.50,Blue Island,IL
60408,$82.50,Braidwood,IL
60409,$82.50,Calumet City,IL
60410,$82.50,Channahon,IL
60411,$82.50,Chicago Heights,IL
60412,$82.50,Chicago Heights,IL
60415,$82.50,Chicago Ridge,IL
60417,$82.50,Crete,IL
60419,$82.50,Dolton,IL
60421,$82.50,Elwood,IL
60422,$82.50,Flossmoor,IL
60423,$82.50,Frankfort,IL
60425,$82.50,Glenwood,IL
60426,$82.50,Harvey,IL
60428,$82.50,Markham,IL
60429,$82.50,Hazel Crest,IL
60430,$82.50,Homewood,IL
60431,$82.50,Joliet,IL
60432,$82.50,Joliet,IL
60433,$82.50,Joliet,IL
60434,$82.50,Joliet,IL
60435,$82.50,Joliet,IL
60436,$82.50,Joliet,IL
60438,$82.50,Lansing,IL
60440,$82.50,Bolingbrook,IL
60441,$82.50,Lockport,IL
60442,$82.50,Manhattan,IL
60443,$82.50,Matteson,IL
60445,$82.50,Midlothian,IL
60446,$82.50,Romeoville,IL
60448,$82.50,Mokena,IL
60449,$82.50,Monee,IL
60451,$82.50,New Lenox,IL
60452,$82.50,Oak Forest,IL
60453,$82.50,Oak Lawn,IL
60454,$82.50,Oak Lawn,IL
60455,$82.50,Bridgeview,IL
60456,$82.50,Hometown,IL
60457,$82.50,Hickory Hills,IL
60458,$82.50,Justice,IL
60459,$82.50,Burbank,IL
60461,$82.50,Olympia Fields,IL
60462,$82.50,Orland Park,IL
60463,$82.50,Palos Heights,IL
60464,$82.50,Palos Park,IL
60465,$82.50,Palos Hills,IL
60466,$82.50,Park Forest,IL
60467,$82.50,Orland Park,IL
60468,$82.50,Peotone,IL
60469,$82.50,Posen,IL
60471,$82.50,Richton Park,IL
60472,$82.50,Robbins,IL
60473,$82.50,South Holland,IL
60475,$82.50,Steger,IL
60476,$82.50,Thornton,IL
60477,$82.50,Tinley Park,IL
60478,$82.50,Country Club Hills,IL
60480,$82.50,Willow Springs,IL
60481,$82.50,Wilmington,IL
60482,$82.50,Worth,IL
60484,$82.50,University Park,IL
60487,$82.50,Tinley Park,IL
60490,$82.50,Bolingbrook,IL
60491,$82.50,Homer Glen,IL
60499,$82.50,Homer Glen,IL
60501,$82.50,Summit Argo,IL
60503,$82.50,Aurora,IL
60505,$82.50,Aurora,IL
60506,$82.50,Aurora,IL
60507,$82.50,Aurora,IL
60510,$82.50,Batavia,IL
60511,$82.50,Big Rock,IL
60513,$82.50,Brookfield,IL
60525,$82.50,La Grange,IL
