ZIP Code,Duration Buyer Payouts,City,State
08008,$17.50,Beach Haven,NJ
08009,$17.50,Berlin,NJ
08010,$17.50,Beverly,NJ
08011,$17.50,Birmingham,NJ
08012,$17.50,Blackwood,NJ
08014,$17.50,Bridgeport,NJ
08015,$17.50,Browns Mills,NJ
08016,$17.50,Burlington,NJ
08018,$17.50,Cedar Brook,NJ
08019,$17.50,Chatsworth,NJ
08020,$17.50,Clarksboro,NJ
08021,$17.50,Clementon,NJ
08022,$17.50,Columbus,NJ
08023,$17.50,Deepwater,NJ
08025,$17.50,Ewan,NJ
08026,$17.50,Gibbsboro,NJ
08027,$17.50,Gibbstown,NJ
08028,$17.50,Glassboro,NJ
08029,$17.50,Glendora,NJ
08030,$17.50,Gloucester City,NJ
08031,$17.50,Bellmawr,NJ
08032,$17.50,Grenloch,NJ
08033,$17.50,Haddonfield,NJ
08034,$17.50,Cherry Hill,NJ
08035,$17.50,Haddon Heights,NJ
08036,$17.50,Hainesport,NJ
08037,$17.50,Hammonton,NJ
08038,$17.50,Hancocks Bridge,NJ
08039,$17.50,Harrisonville,NJ
08041,$17.50,Jobstown,NJ
08042,$17.50,Juliustown,NJ
08043,$17.50,Voorhees,NJ
08045,$17.50,Lawnside,NJ
08046,$17.50,Willingboro,NJ
08048,$17.50,Lumberton,NJ
08049,$17.50,Magnolia,NJ
08050,$17.50,Manahawkin,NJ
08051,$17.50,Mantua,NJ
08052,$17.50,Maple Shade,NJ
08053,$17.50,Marlton,NJ
08054,$17.50,Mount Laurel,NJ
08055,$17.50,Medford,NJ
08056,$17.50,Mickleton,NJ
08057,$17.50,Moorestown,NJ
08059,$17.50,Mount Ephraim,NJ
08060,$17.50,Mount Holly,NJ
08061,$17.50,Mount Royal,NJ
08062,$17.50,Mullica Hill,NJ
08063,$17.50,National Park,NJ
08064,$17.50,New Lisbon,NJ
08065,$17.50,Palmyra,NJ
08066,$17.50,Paulsboro,NJ
08067,$17.50,Pedricktown,NJ
08068,$17.50,Pemberton,NJ
08069,$17.50,Penns Grove,NJ
08070,$17.50,Pennsville,NJ
08071,$17.50,Pitman,NJ
08072,$17.50,Quinton,NJ
08073,$17.50,Rancocas,NJ
08074,$17.50,Richwood,NJ
08075,$17.50,Riverside,NJ
08076,$17.50,Riverton,NJ
08077,$17.50,Riverton,NJ
08078,$17.50,Runnemede,NJ
08079,$17.50,Salem,NJ
08080,$17.50,Sewell,NJ
08081,$17.50,Sicklerville,NJ
08083,$17.50,Somerdale,NJ
08084,$17.50,Stratford,NJ
08085,$17.50,Swedesboro,NJ
08086,$17.50,Thorofare,NJ
08087,$17.50,Tuckerton,NJ
08088,$17.50,Vincentown,NJ
08089,$17.50,Waterford Works,NJ
08090,$17.50,Wenonah,NJ
08091,$17.50,West Berlin,NJ
08092,$17.50,West Creek,NJ
08093,$17.50,Westville,NJ
08094,$17.50,Williamstown,NJ
08095,$17.50,Winslow,NJ
08096,$17.50,Deptford,NJ
08097,$17.50,Woodbury Heights,NJ
08098,$17.50,Woodstown,NJ
08099,$17.50,Bellmawr,NJ
08100,$17.50,,NJ
08101,$17.50,Camden,NJ
08102,$17.50,Camden,NJ
08103,$17.50,Camden,NJ
08104,$17.50,Camden,NJ
08105,$17.50,Camden,NJ
08106,$17.50,Audubon,NJ
08107,$17.50,Oaklyn,NJ
08108,$17.50,Collingswood,NJ
08109,$17.50,Merchantville,NJ
08110,$17.50,Pennsauken,NJ
08201,$17.50,Absecon,NJ
08202,$17.50,Avalon,NJ
08203,$17.50,Brigantine,NJ
08204,$17.50,Cape May,NJ
08205,$17.50,Absecon,NJ
08210,$17.50,Cape May Court House,NJ
08212,$17.50,Cape May Point,NJ
08213,$17.50,Cologne,NJ
08214,$17.50,Dennisville,NJ
08215,$17.50,Egg Harbor City,NJ
08217,$17.50,Elwood,NJ
08218,$17.50,Goshen,NJ
08219,$17.50,Green Creek,NJ
08220,$17.50,Leeds Point,NJ
08221,$17.50,Linwood,NJ
08222,$17.50,,NJ
08223,$17.50,Marmora,NJ
08224,$17.50,New Gretna,NJ
08225,$17.50,Northfield,NJ
08226,$17.50,Ocean City,NJ
08227,$17.50,,NJ
08230,$17.50,Ocean View,NJ
08231,$17.50,Oceanville,NJ
08232,$17.50,Pleasantville,NJ
08233,$17.50,,NJ
08234,$17.50,Egg Harbor Township,NJ
08240,$17.50,Pomona,NJ
08241,$17.50,Port Republic,NJ
08242,$17.50,Rio Grande,NJ
08243,$17.50,Sea Isle City,NJ
08244,$17.50,Somers Point,NJ
08245,$17.50,South Dennis,NJ
08246,$17.50,South Seaville,NJ
08247,$17.50,Stone Harbor,NJ
08248,$17.50,Strathmere,NJ
08250,$17.50,Tuckahoe,NJ
08251,$17.50,Villas,NJ
08252,$17.50,Whitesboro,NJ
08260,$17.50,Wildwood,NJ
08270,$17.50,Woodbine,NJ
08302,$17.50,Bridgeton,NJ
08310,$17.50,Buena,NJ
08311,$17.50,Cedarville,NJ
08312,$17.50,Clayton,NJ
08313,$17.50,Deerfield Street,NJ
08314,$17.50,Delmont,NJ
08315,$17.50,Dividing Creek,NJ
08316,$17.50,Dorchester,NJ
08317,$17.50,Dorothy,NJ
08318,$17.50,Elmer,NJ
08319,$17.50,Estell Manor,NJ
08320,$17.50,Fairton,NJ
08321,$17.50,Fortescue,NJ
08322,$17.50,Franklinville,NJ
08323,$17.50,Greenwich,NJ
08324,$17.50,Heislerville,NJ
08326,$17.50,Landisville,NJ
08327,$17.50,Leesburg,NJ
08328,$17.50,Malaga,NJ
08329,$17.50,Mauricetown,NJ
08330,$17.50,Mays Landing,NJ
08332,$17.50,Millville,NJ
08340,$17.50,Milmay,NJ
08341,$17.50,Minotola,NJ
08342,$17.50,Mizpah,NJ
08343,$17.50,Monroeville,NJ
08344,$17.50,Newfield,NJ
08345,$17.50,Newport,NJ
08346,$17.50,Newtonville,NJ
08347,$17.50,Norma,NJ
08348,$17.50,Port Elizabeth,NJ
08349,$17.50,Port Norris,NJ
08350,$17.50,Richland,NJ
08352,$17.50,Rosenhayn,NJ
08353,$17.50,Shiloh,NJ
08358,$17.50,,NJ
08360,$17.50,Vineland,NJ
08361,$17.50,Vineland,NJ
08362,$17.50,Vineland,NJ
08370,$17.50,,NJ
08400,$17.50,,NJ
08401,$17.50,Atlantic City,NJ
08402,$17.50,Margate City,NJ
08403,$17.50,Longport,NJ
08404,$17.50,Atlantic City,NJ
08405,$17.50,Atlantic City,NJ
08406,$17.50,Ventnor City,NJ
08411,$17.50,,NJ
08501,$17.50,Allentown,NJ
08502,$17.50,Belle Mead,NJ
08504,$17.50,Blawenburg,NJ
08505,$17.50,Bordentown,NJ
08510,$17.50,Millstone Township,NJ
08511,$17.50,Cookstown,NJ
08512,$17.50,Cranbury,NJ
08514,$17.50,Cream Ridge,NJ
08515,$17.50,Chesterfield,NJ
08518,$17.50,Florence,NJ
08520,$17.50,Hightstown,NJ
08525,$17.50,Hopewell,NJ
08526,$17.50,Imlaystown,NJ
08527,$17.50,Jackson,NJ
08528,$17.50,Kingston,NJ
08530,$17.50,Lambertville,NJ
08533,$17.50,New Egypt,NJ
08534,$17.50,Pennington,NJ
08535,$17.50,Millstone Township,NJ
08536,$17.50,Plainsboro,NJ
08540,$17.50,Princeton,NJ
08541,$17.50,Princeton,NJ
08542,$17.50,Princeton,NJ
08543,$17.50,Princeton,NJ
08544,$17.50,Princeton,NJ
08550,$17.50,Princeton Junction,NJ
08551,$17.50,Ringoes,NJ
08553,$17.50,Rocky Hill,NJ
08554,$17.50,Roebling,NJ
08555,$17.50,Roosevelt,NJ
08556,$17.50,Rosemont,NJ
08557,$17.50,Sergeantsville,NJ
08558,$17.50,Skillman,NJ
08559,$17.50,Stockton,NJ
08560,$17.50,Titusville,NJ
08561,$17.50,Windsor,NJ
08562,$17.50,Wrightstown,NJ
08570,$17.50,,NJ
08601,$17.50,Trenton,NJ
08602,$17.50,Trenton,NJ
08603,$17.50,Trenton,NJ
08604,$17.50,Trenton,NJ
08605,$17.50,Trenton,NJ
08606,$17.50,Trenton,NJ
08607,$17.50,Trenton,NJ
08608,$17.50,Trenton,NJ
08609,$17.50,Trenton,NJ
08610,$17.50,Trenton,NJ
08611,$17.50,Trenton,NJ
08618,$17.50,Trenton,NJ
08619,$17.50,Trenton,NJ
08620,$17.50,Trenton,NJ
08625,$17.50,Trenton,NJ
08628,$17.50,Trenton,NJ
08629,$17.50,Trenton,NJ
08638,$17.50,Trenton,NJ
08640,$17.50,Joint Base Mdl,NJ
08641,$17.50,Joint Base Mdl,NJ
08644,$17.50,Trenton,NJ
08645,$17.50,Trenton,NJ
08646,$17.50,Trenton,NJ
08647,$17.50,Trenton,NJ
08648,$17.50,Lawrence Township,NJ
08650,$17.50,Trenton,NJ
08666,$17.50,Trenton,NJ
08677,$17.50,,NJ
08690,$17.50,Trenton,NJ
08691,$17.50,Trenton,NJ
08695,$17.50,Trenton,NJ
08701,$17.50,Lakewood,NJ
08720,$17.50,Allenwood,NJ
08721,$17.50,Bayville,NJ
08722,$17.50,Beachwood,NJ
08723,$17.50,Brick,NJ
08724,$17.50,Brick,NJ
08730,$17.50,Brielle,NJ
08731,$17.50,Forked River,NJ
08732,$17.50,Island Heights,NJ
08733,$17.50,Lakehurst,NJ
08734,$17.50,Lanoka Harbor,NJ
08735,$17.50,Lavallette,NJ
08736,$17.50,Manasquan,NJ
08738,$17.50,Mantoloking,NJ
08739,$17.50,Normandy Beach,NJ
08740,$17.50,Ocean Gate,NJ
08741,$17.50,Pine Beach,NJ
08742,$17.50,Point Pleasant Beach,NJ
08750,$17.50,Sea Girt,NJ
08751,$17.50,Seaside Heights,NJ
08752,$17.50,Seaside Park,NJ
08753,$17.50,Toms River,NJ
08754,$17.50,Toms River,NJ
08755,$17.50,Toms River,NJ
08756,$17.50,Toms River,NJ
08757,$17.50,Toms River,NJ
08758,$17.50,Waretown,NJ
08759,$17.50,Manchester Township,NJ
08801,$17.50,Annandale,NJ
08802,$17.50,Asbury,NJ
08803,$17.50,Baptistown,NJ
08804,$17.50,Bloomsbury,NJ
08805,$17.50,Bound Brook,NJ
08807,$17.50,Bridgewater,NJ
08808,$17.50,Broadway,NJ
08809,$17.50,Clinton,NJ
08810,$17.50,Dayton,NJ
08812,$17.50,Dunellen,NJ
08816,$17.50,East Brunswick,NJ
08817,$17.50,Edison,NJ
08818,$17.50,Edison,NJ
08820,$17.50,Edison,NJ
08821,$17.50,Flagtown,NJ
08822,$17.50,Flemington,NJ
08823,$17.50,Franklin Park,NJ
08824,$17.50,Kendall Park,NJ
08825,$17.50,Frenchtown,NJ
08826,$17.50,Glen Gardner,NJ
08827,$17.50,Hampton,NJ
08828,$17.50,Helmetta,NJ
08829,$17.50,High Bridge,NJ
08830,$17.50,Iselin,NJ
08831,$17.50,Monroe Township,NJ
08832,$17.50,Keasbey,NJ
08833,$17.50,Lebanon,NJ
08834,$17.50,Little York,NJ
08835,$17.50,Manville,NJ
08836,$17.50,Martinsville,NJ
08837,$17.50,Edison,NJ
08840,$17.50,Metuchen,NJ
08844,$17.50,Hillsborough,NJ
08846,$17.50,Middlesex,NJ
08848,$17.50,Milford,NJ
08850,$17.50,Milltown,NJ
08852,$17.50,Monmouth Junction,NJ
08853,$17.50,Neshanic Station,NJ
08854,$17.50,Piscataway,NJ
08855,$17.50,Piscataway,NJ
08857,$17.50,Old Bridge,NJ
08858,$17.50,Oldwick,NJ
08859,$17.50,Parlin,NJ
08861,$17.50,Perth Amboy,NJ
08862,$17.50,Perth Amboy,NJ
08863,$17.50,Fords,NJ
08865,$17.50,Phillipsburg,NJ
08867,$17.50,Pittstown,NJ
08868,$17.50,Quakertown,NJ
08869,$17.50,Raritan,NJ
08870,$17.50,Readington,NJ
08871,$17.50,Sayreville,NJ
08872,$17.50,Sayreville,NJ
08873,$17.50,Somerset,NJ
08875,$17.50,Somerset,NJ
08876,$17.50,Somerville,NJ
08877,$17.50,,NJ
08878,$17.50,,NJ
08879,$17.50,South Amboy,NJ
08880,$17.50,South Bound Brook,NJ
08882,$17.50,South River,NJ
08884,$17.50,Spotswood,NJ
08885,$17.50,Stanton,NJ
08886,$17.50,Stewartsville,NJ
08887,$17.50,Three Bridges,NJ
08888,$17.50,Whitehouse,NJ
08889,$17.50,Whitehouse Station,NJ
08890,$17.50,Zarephath,NJ
08896,$17.50,,NJ
08899,$17.50,Edison,NJ
08901,$17.50,New Brunswick,NJ
08902,$17.50,North Brunswick,NJ
08903,$17.50,New Brunswick,NJ
08904,$17.50,Highland Park,NJ
08905,$17.50,,NJ
08906,$17.50,New Brunswick,NJ
08922,$17.50,,NJ
08933,$17.50,New Brunswick,NJ
08988,$17.50,,NJ
08989,$17.50,New Brunswick,NJ
10000,$17.50,,NY
10001,$17.50,New York,NY
10002,$17.50,New York,NY
10003,$17.50,New York,NY
10004,$17.50,New York,NY
10005,$17.50,New York,NY
10006,$17.50,New York,NY
10007,$17.50,New York,NY
10008,$17.50,New York,NY
10009,$17.50,New York,NY
10010,$17.50,New York,NY
10011,$17.50,New York,NY
10012,$17.50,New York,NY
10013,$17.50,New York,NY
10014,$17.50,New York,NY
10015,$17.50,,NY
10016,$17.50,New York,NY
10017,$17.50,New York,NY
10018,$17.50,New York,NY
10019,$17.50,New York,NY
10020,$17.50,New York,NY
10021,$17.50,New York,NY
10022,$17.50,New York,NY
10023,$17.50,New York,NY
10024,$17.50,New York,NY
10025,$17.50,New York,NY
10026,$17.50,New York,NY
10027,$17.50,New York,NY
10028,$17.50,New York,NY
10029,$17.50,New York,NY
10030,$17.50,New York,NY
10031,$17.50,New York,NY
10032,$17.50,New York,NY
10033,$17.50,New York,NY
10034,$17.50,New York,NY
10035,$17.50,New York,NY
10036,$17.50,New York,NY
10037,$17.50,New York,NY
10038,$17.50,New York,NY
10039,$17.50,New York,NY
10040,$17.50,New York,NY
10041,$17.50,New York,NY
10043,$17.50,New York,NY
10044,$17.50,New York,NY
10045,$17.50,New York,NY
10046,$17.50,,NY
10047,$17.50,,NY
10048,$17.50,,NY
10055,$17.50,New York,NY
10060,$17.50,New York,NY
10065,$17.50,New York,NY
10069,$17.50,New York,NY
10072,$17.50,,NY
10075,$17.50,New York,NY
10079,$17.50,,NY
10080,$17.50,New York,NY
10081,$17.50,New York,NY
10082,$17.50,,NY
10087,$17.50,New York,NY
10090,$17.50,New York,NY
10094,$17.50,,NY
10095,$17.50,,NY
10096,$17.50,,NY
10098,$17.50,,NY
10099,$17.50,,NY
10101,$17.50,New York,NY
10102,$17.50,New York,NY
10103,$17.50,New York,NY
10104,$17.50,New York,NY
10105,$17.50,New York,NY
10106,$17.50,New York,NY
10107,$17.50,New York,NY
10108,$17.50,New York,NY
10109,$17.50,New York,NY
10110,$17.50,New York,NY
10111,$17.50,New York,NY
10112,$17.50,New York,NY
10113,$17.50,New York,NY
10114,$17.50,New York,NY
10115,$17.50,New York,NY
10116,$17.50,New York,NY
10117,$17.50,New York,NY
10118,$17.50,New York,NY
10119,$17.50,New York,NY
10120,$17.50,New York,NY
10121,$17.50,New York,NY
10122,$17.50,New York,NY
10123,$17.50,New York,NY
10124,$17.50,New York,NY
10125,$17.50,New York,NY
10126,$17.50,New York,NY
10128,$17.50,New York,NY
10129,$17.50,New York,NY
10130,$17.50,New York,NY
10131,$17.50,New York,NY
10132,$17.50,New York,NY
10133,$17.50,New York,NY
10138,$17.50,New York,NY
10149,$17.50,,NY
10150,$17.50,New York,NY
10151,$17.50,New York,NY
10152,$17.50,New York,NY
10153,$17.50,New York,NY
10154,$17.50,New York,NY
10155,$17.50,New York,NY
10156,$17.50,New York,NY
10157,$17.50,New York,NY
10158,$17.50,New York,NY
10159,$17.50,New York,NY
10160,$17.50,New York,NY
10161,$17.50,New York,NY
10162,$17.50,New York,NY
10163,$17.50,New York,NY
10164,$17.50,New York,NY
10165,$17.50,New York,NY
10166,$17.50,New York,NY
10167,$17.50,New York,NY
10168,$17.50,New York,NY
10169,$17.50,New York,NY
10170,$17.50,New York,NY
10171,$17.50,New York,NY
10172,$17.50,New York,NY
10173,$17.50,New York,NY
10174,$17.50,New York,NY
10175,$17.50,New York,NY
10176,$17.50,New York,NY
10177,$17.50,New York,NY
10178,$17.50,New York,NY
10179,$17.50,New York,NY
10184,$17.50,,NY
10185,$17.50,New York,NY
10196,$17.50,,NY
10197,$17.50,,NY
10199,$17.50,New York,NY
10203,$17.50,New York,NY
10211,$17.50,New York,NY
10212,$17.50,New York,NY
10213,$17.50,New York,NY
10242,$17.50,New York,NY
10249,$17.50,New York,NY
10256,$17.50,New York,NY
10257,$17.50,,NY
10258,$17.50,New York,NY
10259,$17.50,New York,NY
10260,$17.50,New York,NY
10261,$17.50,New York,NY
10265,$17.50,New York,NY
10268,$17.50,New York,NY
10269,$17.50,New York,NY
10270,$17.50,New York,NY
10271,$17.50,New York,NY
10272,$17.50,New York,NY
10273,$17.50,New York,NY
10274,$17.50,New York,NY
10275,$17.50,New York,NY
10276,$17.50,New York,NY
10277,$17.50,New York,NY
10278,$17.50,New York,NY
10279,$17.50,New York,NY
10280,$17.50,New York,NY
10281,$17.50,New York,NY
10282,$17.50,New York,NY
10285,$17.50,New York,NY
10286,$17.50,New York,NY
10292,$17.50,,NY
10301,$17.50,Staten Island,NY
10302,$17.50,Staten Island,NY
10303,$17.50,Staten Island,NY
10304,$17.50,Staten Island,NY
10305,$17.50,Staten Island,NY
10306,$17.50,Staten Island,NY
10307,$17.50,Staten Island,NY
10308,$17.50,Staten Island,NY
10309,$17.50,Staten Island,NY
10310,$17.50,Staten Island,NY
10311,$17.50,Staten Island,NY
10312,$17.50,Staten Island,NY
10313,$17.50,Staten Island,NY
10314,$17.50,Staten Island,NY
10400,$17.50,,NY
10451,$17.50,Bronx,NY
10452,$17.50,Bronx,NY
10453,$17.50,Bronx,NY
10454,$17.50,Bronx,NY
10455,$17.50,Bronx,NY
10456,$17.50,Bronx,NY
10457,$17.50,Bronx,NY
10458,$17.50,Bronx,NY
10459,$17.50,Bronx,NY
10460,$17.50,Bronx,NY
10461,$17.50,Bronx,NY
10462,$17.50,Bronx,NY
10463,$17.50,Bronx,NY
10464,$17.50,Bronx,NY
10465,$17.50,Bronx,NY
10466,$17.50,Bronx,NY
10467,$17.50,Bronx,NY
10468,$17.50,Bronx,NY
10469,$17.50,Bronx,NY
10470,$17.50,Bronx,NY
10471,$17.50,Bronx,NY
10472,$17.50,Bronx,NY
10473,$17.50,Bronx,NY
10474,$17.50,Bronx,NY
10475,$17.50,Bronx,NY
10499,$17.50,,NY
10501,$17.50,Amawalk,NY
10502,$17.50,Ardsley,NY
10503,$17.50,Ardsley On Hudson,NY
10504,$17.50,Armonk,NY
10505,$17.50,Baldwin Place,NY
10506,$17.50,Bedford,NY
10507,$17.50,Bedford Hills,NY
10509,$17.50,Brewster,NY
10510,$17.50,Briarcliff Manor,NY
10511,$17.50,Buchanan,NY
10512,$17.50,Carmel,NY
10514,$17.50,Chappaqua,NY
10516,$17.50,Cold Spring,NY
10517,$17.50,Crompond,NY
10518,$17.50,Cross River,NY
10519,$17.50,Croton Falls,NY
10520,$17.50,Croton On Hudson,NY
10521,$17.50,Croton On Hudson,NY
10522,$17.50,Dobbs Ferry,NY
10523,$17.50,Elmsford,NY
10524,$17.50,Garrison,NY
10526,$17.50,Goldens Bridge,NY
10527,$17.50,Granite Springs,NY
10528,$17.50,Harrison,NY
10530,$17.50,Hartsdale,NY
10532,$17.50,Hawthorne,NY
10533,$17.50,Irvington,NY
10535,$17.50,Jefferson Valley,NY
10536,$17.50,Katonah,NY
10537,$17.50,Lake Peekskill,NY
10538,$17.50,Larchmont,NY
10540,$17.50,Lincolndale,NY
10541,$17.50,Mahopac,NY
10542,$17.50,Mahopac Falls,NY
10543,$17.50,Mamaroneck,NY
10545,$17.50,Maryknoll,NY
10546,$17.50,Millwood,NY
10547,$17.50,Mohegan Lake,NY
10548,$17.50,Montrose,NY
10549,$17.50,Mount Kisco,NY
10550,$17.50,Mount Vernon,NY
10551,$17.50,Mount Vernon,NY
10552,$17.50,Mount Vernon,NY
10553,$17.50,Mount Vernon,NY
10557,$17.50,,NY
10558,$17.50,,NY
10559,$17.50,,NY
10560,$17.50,North Salem,NY
10562,$17.50,Ossining,NY
10566,$17.50,Peekskill,NY
10567,$17.50,Cortlandt Manor,NY
10570,$17.50,Pleasantville,NY
10571,$17.50,,NY
10572,$17.50,,NY
10573,$17.50,Port Chester,NY
10576,$17.50,Pound Ridge,NY
10577,$17.50,Purchase,NY
10578,$17.50,Purdys,NY
10579,$17.50,Putnam Valley,NY
10580,$17.50,Rye,NY
10581,$17.50,,NY
10583,$17.50,Scarsdale,NY
10587,$17.50,Shenorock,NY
10588,$17.50,Shrub Oak,NY
10589,$17.50,Somers,NY
10590,$17.50,South Salem,NY
10591,$17.50,Tarrytown,NY
10592,$17.50,,NY
10594,$17.50,Thornwood,NY
10595,$17.50,Valhalla,NY
10596,$17.50,Verplanck,NY
10597,$17.50,Waccabuc,NY
10598,$17.50,Yorktown Heights,NY
10601,$17.50,White Plains,NY
10602,$17.50,White Plains,NY
10603,$17.50,White Plains,NY
10604,$17.50,West Harrison,NY
10605,$17.50,White Plains,NY
10606,$17.50,White Plains,NY
10607,$17.50,White Plains,NY
10610,$17.50,White Plains,NY
10625,$17.50,,NY
10629,$17.50,,NY
10633,$17.50,,NY
10650,$17.50,,NY
10701,$17.50,Yonkers,NY
10702,$17.50,Yonkers,NY
10703,$17.50,Yonkers,NY
10704,$17.50,Yonkers,NY
10705,$17.50,Yonkers,NY
10706,$17.50,Hastings On Hudson,NY
10707,$17.50,Tuckahoe,NY
10708,$17.50,Bronxville,NY
10709,$17.50,Eastchester,NY
10710,$17.50,Yonkers,NY
10801,$17.50,New Rochelle,NY
10802,$17.50,New Rochelle,NY
10803,$17.50,Pelham,NY
10804,$17.50,New Rochelle,NY
10805,$17.50,New Rochelle,NY
10901,$17.50,Suffern,NY
10910,$17.50,Arden,NY
10911,$17.50,Bear Mountain,NY
10912,$17.50,Bellvale,NY
10913,$17.50,Blauvelt,NY
10914,$17.50,Blooming Grove,NY
10915,$17.50,Bullville,NY
10916,$17.50,Campbell Hall,NY
10917,$17.50,Central Valley,NY
10918,$17.50,Chester,NY
10919,$17.50,Circleville,NY
10920,$17.50,Congers,NY
10921,$17.50,Florida,NY
10922,$17.50,Fort Montgomery,NY
10923,$17.50,Garnerville,NY
10924,$17.50,Goshen,NY
10925,$17.50,Greenwood Lake,NY
10926,$17.50,Harriman,NY
10927,$17.50,Haverstraw,NY
10928,$17.50,Highland Falls,NY
10930,$17.50,Highland Mills,NY
10931,$17.50,Hillburn,NY
10932,$17.50,Howells,NY
10933,$17.50,Johnson,NY
10940,$17.50,Middletown,NY
10941,$17.50,Middletown,NY
10943,$17.50,,NY
10949,$17.50,Monroe,NY
10950,$17.50,Monroe,NY
10951,$17.50,,NY
10952,$17.50,Monsey,NY
10953,$17.50,Mountainville,NY
10954,$17.50,Nanuet,NY
10956,$17.50,New City,NY
10958,$17.50,New Hampton,NY
10959,$17.50,New Milford,NY
10960,$17.50,Nyack,NY
10962,$17.50,Orangeburg,NY
10963,$17.50,Otisville,NY
10964,$17.50,Palisades,NY
10965,$17.50,Pearl River,NY
10968,$17.50,Piermont,NY
10969,$17.50,Pine Island,NY
10970,$17.50,Pomona,NY
10973,$17.50,Slate Hill,NY
10974,$17.50,Sloatsburg,NY
10975,$17.50,Southfields,NY
10976,$17.50,Sparkill,NY
10977,$17.50,Spring Valley,NY
10979,$17.50,Sterling Forest,NY
10980,$17.50,Stony Point,NY
10981,$17.50,Sugar Loaf,NY
10982,$17.50,Tallman,NY
10983,$17.50,Tappan,NY
10984,$17.50,Thiells,NY
10985,$17.50,Thompson Ridge,NY
10986,$17.50,Tomkins Cove,NY
10987,$17.50,Tuxedo Park,NY
10988,$17.50,Unionville,NY
10989,$17.50,Valley Cottage,NY
10990,$17.50,Warwick,NY
10992,$17.50,Washingtonville,NY
10993,$17.50,West Haverstraw,NY
10994,$17.50,West Nyack,NY
10995,$17.50,,NY
10996,$17.50,West Point,NY
10997,$17.50,West Point,NY
10998,$17.50,Westtown,NY
11001,$17.50,Floral Park,NY
11002,$17.50,Floral Park,NY
11003,$17.50,Elmont,NY
11004,$17.50,Glen Oaks,NY
11005,$17.50,Floral Park,NY
11010,$17.50,Franklin Square,NY
11020,$17.50,Great Neck,NY
11021,$17.50,Great Neck,NY
11022,$17.50,Great Neck,NY
11023,$17.50,Great Neck,NY
11024,$17.50,Great Neck,NY
11025,$17.50,,NY
11026,$17.50,Great Neck,NY
11027,$17.50,Great Neck,NY
11030,$17.50,Manhasset,NY
11040,$17.50,New Hyde Park,NY
11041,$17.50,,NY
11042,$17.50,New Hyde Park,NY
11043,$17.50,,NY
11044,$17.50,,NY
11050,$17.50,Port Washington,NY
11051,$17.50,Port Washington,NY
11052,$17.50,Port Washington,NY
11053,$17.50,Port Washington,NY
11054,$17.50,Port Washington,NY
11055,$17.50,Port Washington,NY
11096,$17.50,Inwood,NY
11099,$17.50,,NY
11101,$17.50,Long Island City,NY
11102,$17.50,Astoria,NY
11103,$17.50,Astoria,NY
11104,$17.50,Sunnyside,NY
11105,$17.50,Astoria,NY
11106,$17.50,Astoria,NY
11109,$17.50,Long Island City,NY
11120,$17.50,Long Island City,NY
11201,$17.50,Brooklyn,NY
11202,$17.50,Brooklyn,NY
11203,$17.50,Brooklyn,NY
11204,$17.50,Brooklyn,NY
11205,$17.50,Brooklyn,NY
11206,$17.50,Brooklyn,NY
11207,$17.50,Brooklyn,NY
11208,$17.50,Brooklyn,NY
11209,$17.50,Brooklyn,NY
11210,$17.50,Brooklyn,NY
11211,$17.50,Brooklyn,NY
11212,$17.50,Brooklyn,NY
11213,$17.50,Brooklyn,NY
11214,$17.50,Brooklyn,NY
11215,$17.50,Brooklyn,NY
11216,$17.50,Brooklyn,NY
11217,$17.50,Brooklyn,NY
11218,$17.50,Brooklyn,NY
11219,$17.50,Brooklyn,NY
11220,$17.50,Brooklyn,NY
11221,$17.50,Brooklyn,NY
11222,$17.50,Brooklyn,NY
11223,$17.50,Brooklyn,NY
11224,$17.50,Brooklyn,NY
11225,$17.50,Brooklyn,NY
11226,$17.50,Brooklyn,NY
11228,$17.50,Brooklyn,NY
11229,$17.50,Brooklyn,NY
11230,$17.50,Brooklyn,NY
11231,$17.50,Brooklyn,NY
11232,$17.50,Brooklyn,NY
11233,$17.50,Brooklyn,NY
11234,$17.50,Brooklyn,NY
11235,$17.50,Brooklyn,NY
11236,$17.50,Brooklyn,NY
11237,$17.50,Brooklyn,NY
11238,$17.50,Brooklyn,NY
11239,$17.50,Brooklyn,NY
11240,$17.50,,NY
11241,$17.50,Brooklyn,NY
11242,$17.50,Brooklyn,NY
11243,$17.50,Brooklyn,NY
11244,$17.50,,NY
11245,$17.50,Brooklyn,NY
11247,$17.50,Brooklyn,NY
11248,$17.50,,NY
11249,$17.50,Brooklyn,NY
11251,$17.50,Brooklyn,NY
11252,$17.50,Brooklyn,NY
11254,$17.50,,NY
11255,$17.50,,NY
11256,$17.50,Brooklyn,NY
11351,$17.50,Flushing,NY
11352,$17.50,Flushing,NY
11353,$17.50,,NY
11354,$17.50,Flushing,NY
11355,$17.50,Flushing,NY
11356,$17.50,College Point,NY
11357,$17.50,Whitestone,NY
11358,$17.50,Flushing,NY
11359,$17.50,Bayside,NY
11360,$17.50,Bayside,NY
11361,$17.50,Bayside,NY
11362,$17.50,Little Neck,NY
11363,$17.50,Little Neck,NY
11364,$17.50,Oakland Gardens,NY
11365,$17.50,Fresh Meadows,NY
11366,$17.50,Fresh Meadows,NY
11367,$17.50,Flushing,NY
11368,$17.50,Corona,NY
