Zip Code,CPL Buyer Payouts,city,state_id,,ZIP Code,Duration Buyer Payouts,City,State,,,"For the $40/150 offer, anything over $40 is the zipcode to target"
11568,$122.00,Old Westbury,NY,,55308,$35.00,Becker,OH,,,
11570,$122.00,Rockville Centre,NY,,55309,$35.00,Big Lake,OH,,,
11571,$122.00,Rockville Centre,NY,,55311,$35.00,Maple Grove,OH,,,
11572,$122.00,Oceanside,NY,,55313,$35.00,Buffalo,OH,,,
11575,$122.00,Roosevelt,NY,,55315,$35.00,Carver,OH,,,
11576,$122.00,Roslyn,NY,,55316,$35.00,Champlin,OH,,,
11577,$122.00,Roslyn Heights,NY,,55317,$35.00,Chanhassen,OH,,,
11579,$122.00,Sea Cliff,NY,,55318,$35.00,Chaska,OH,,,
11580,$122.00,Valley Stream,NY,,55319,$35.00,Clear Lake,OH,,,
11581,$122.00,Valley Stream,NY,,55320,$35.00,Clearwater,OH,,,
11582,$122.00,Valley Stream,NY,,55321,$35.00,Cokato,OH,,,
11590,$122.00,Westbury,NY,,55322,$35.00,Cologne,OH,,,
11596,$122.00,Williston Park,NY,,55323,$35.00,Crystal Bay,OH,,,
11598,$122.00,Woodmere,NY,,55325,$35.00,Dassel,OH,,,
11599,$122.00,Woodmere,NY,,55327,$35.00,Dayton,OH,,,
11701,$122.00,Amityville,NY,,55328,$35.00,Delano,OH,,,
11702,$122.00,Babylon,NY,,55330,$35.00,Elk River,OH,,,
11703,$122.00,North Babylon,NY,,55331,$35.00,Excelsior,OH,,,
11704,$122.00,West Babylon,NY,,55336,$35.00,Glencoe,OH,,,
11705,$122.00,Bayport,NY,,55337,$35.00,Burnsville,OH,,,
11706,$122.00,Bay Shore,NY,,55338,$35.00,Green Isle,OH,,,
11707,$122.00,Bay Shore,NY,,55339,$35.00,Hamburg,OH,,,
11709,$122.00,Bayville,NY,,55340,$35.00,Hamel,OH,,,
11710,$122.00,Bellmore,NY,,55341,$35.00,Hanover,OH,,,
11713,$122.00,Bellport,NY,,55343,$35.00,Hopkins,OH,,,
11714,$122.00,Bethpage,NY,,55344,$35.00,Eden Prairie,OH,,,
11715,$122.00,Blue Point,NY,,55345,$35.00,Minnetonka,OH,,,
11716,$122.00,Bohemia,NY,,55346,$35.00,Eden Prairie,OH,,,
11717,$122.00,Brentwood,NY,,55347,$35.00,Eden Prairie,OH,,,
11718,$122.00,Brightwaters,NY,,55348,$35.00,Maple Plain,OH,,,
11719,$122.00,Brookhaven,NY,,55349,$35.00,Howard Lake,OH,,,
11720,$122.00,Centereach,NY,,55352,$35.00,Jordan,OH,,,
11721,$122.00,Centerport,NY,,55353,$35.00,Kimball,OH,,,
11722,$122.00,Central Islip,NY,,55354,$35.00,Lester Prairie,OH,,,
11724,$122.00,Cold Spring Harbor,NY,,55356,$35.00,Long Lake,OH,,,
11725,$122.00,Commack,NY,,55357,$35.00,Loretto,OH,,,
11726,$122.00,Copiague,NY,,55358,$35.00,Maple Lake,OH,,,
11727,$122.00,Coram,NY,,55359,$35.00,Maple Plain,OH,,,
11729,$122.00,Deer Park,NY,,55360,$35.00,Mayer,OH,,,
11730,$122.00,East Islip,NY,,55361,$35.00,Minnetonka Beach,OH,,,
11731,$122.00,East Northport,NY,,55362,$35.00,Monticello,OH,,,
11732,$122.00,East Norwich,NY,,55363,$35.00,Montrose,OH,,,
11733,$122.00,East Setauket,NY,,55364,$35.00,Mound,OH,,,
11735,$122.00,Farmingdale,NY,,55365,$35.00,,OH,,,
11737,$122.00,Farmingdale,NY,,55367,$35.00,New Germany,OH,,,
11738,$122.00,Farmingville,NY,,55368,$35.00,Norwood Young America,OH,,,
11739,$122.00,Great River,NY,,55369,$35.00,Osseo,OH,,,
11740,$122.00,Greenlawn,NY,,55370,$35.00,Plato,OH,,,
11741,$122.00,Holbrook,NY,,55371,$35.00,Princeton,OH,,,
11742,$122.00,Holtsville,NY,,55372,$35.00,Prior Lake,OH,,,
11743,$122.00,Huntington,NY,,55373,$35.00,Rockford,OH,,,
11746,$122.00,Huntington Station,NY,,55374,$35.00,Rogers,OH,,,
11747,$122.00,Melville,NY,,55375,$35.00,Saint Bonifacius,OH,,,
11749,$122.00,Islandia,NY,,55376,$35.00,Saint Michael,OH,,,
11751,$122.00,Islip,NY,,55377,$35.00,Santiago,OH,,,
11752,$122.00,Islip Terrace,NY,,55378,$35.00,Savage,OH,,,
11753,$122.00,Jericho,NY,,55379,$35.00,Shakopee,OH,,,
11754,$122.00,Kings Park,NY,,55380,$35.00,Silver Creek,OH,,,
11755,$122.00,Lake Grove,NY,,55381,$35.00,Silver Lake,OH,,,
11756,$122.00,Levittown,NY,,55382,$35.00,South Haven,OH,,,
11757,$122.00,Lindenhurst,NY,,55383,$35.00,Norwood,OH,,,
11758,$122.00,Massapequa,NY,,55384,$35.00,Spring Park,OH,,,
11760,$122.00,Massapequa,NY,,55386,$35.00,Victoria,OH,,,
11762,$122.00,Massapequa Park,NY,,55387,$35.00,Waconia,OH,,,
11763,$122.00,Medford,NY,,55388,$35.00,Watertown,OH,,,
11764,$122.00,Miller Place,NY,,55390,$35.00,Waverly,OH,,,
11765,$122.00,Mill Neck,NY,,55391,$35.00,Wayzata,OH,,,
11766,$122.00,Mount Sinai,NY,,55393,$35.00,,OH,,,
11767,$122.00,Nesconset,NY,,55394,$35.00,,OH,,,
11768,$122.00,Northport,NY,,55397,$35.00,Young America,OH,,,
11769,$122.00,Oakdale,NY,,55398,$35.00,Zimmerman,OH,,,
11770,$122.00,Ocean Beach,NY,,55399,$35.00,,OH,,,
11771,$122.00,Oyster Bay,NY,,55401,$35.00,Minneapolis,OH,,,
11772,$122.00,Patchogue,NY,,55402,$35.00,Minneapolis,OH,,,
11776,$122.00,Port Jefferson Station,NY,,55403,$35.00,Minneapolis,OH,,,
11777,$122.00,Port Jefferson,NY,,55404,$35.00,Minneapolis,OH,,,
11778,$122.00,Rocky Point,NY,,55405,$35.00,Minneapolis,OH,,,
11779,$122.00,Ronkonkoma,NY,,55406,$35.00,Minneapolis,OH,,,
11780,$122.00,Saint James,NY,,55407,$35.00,Minneapolis,OH,,,
11782,$122.00,Sayville,NY,,55408,$35.00,Minneapolis,OH,,,
11783,$122.00,Seaford,NY,,55409,$35.00,Minneapolis,OH,,,
11784,$122.00,Selden,NY,,55410,$35.00,Minneapolis,OH,,,
11786,$122.00,Shoreham,NY,,55411,$35.00,Minneapolis,OH,,,
11787,$122.00,Smithtown,NY,,55412,$35.00,Minneapolis,OH,,,
11788,$122.00,Hauppauge,NY,,55413,$35.00,Minneapolis,OH,,,
11789,$122.00,Sound Beach,NY,,55414,$35.00,Minneapolis,OH,,,
11790,$122.00,Stony Brook,NY,,55415,$35.00,Minneapolis,OH,,,
11791,$122.00,Syosset,NY,,55416,$35.00,Minneapolis,OH,,,
11792,$122.00,Wading River,NY,,55417,$35.00,Minneapolis,OH,,,
11793,$122.00,Wantagh,NY,,55418,$35.00,Minneapolis,OH,,,
11794,$122.00,Stony Brook,NY,,55419,$35.00,Minneapolis,OH,,,
11795,$122.00,West Islip,NY,,55420,$35.00,Minneapolis,OH,,,
11796,$122.00,West Sayville,NY,,55423,$35.00,Minneapolis,OH,,,
11797,$122.00,Woodbury,NY,,55424,$35.00,Minneapolis,OH,,,
11798,$122.00,Wyandanch,NY,,55425,$35.00,Minneapolis,OH,,,
11801,$122.00,Hicksville,NY,,55426,$35.00,Minneapolis,OH,,,
11802,$122.00,Hicksville,NY,,55428,$35.00,Minneapolis,OH,,,
11803,$122.00,Plainview,NY,,55429,$35.00,Minneapolis,OH,,,
11804,$122.00,Old Bethpage,NY,,55430,$35.00,Minneapolis,OH,,,
11815,$122.00,Old Bethpage,NY,,55431,$35.00,Minneapolis,OH,,,
11854,$122.00,Old Bethpage,NY,,55432,$35.00,Minneapolis,OH,,,
11901,$122.00,Riverhead,NY,,55433,$35.00,Minneapolis,OH,,,
11931,$122.00,Aquebogue,NY,,55434,$35.00,Minneapolis,OH,,,
11933,$122.00,Calverton,NY,,55435,$35.00,Minneapolis,OH,,,
11934,$122.00,Center Moriches,NY,,55436,$35.00,Minneapolis,OH,,,
11940,$122.00,East Moriches,NY,,55437,$35.00,Minneapolis,OH,,,
11941,$122.00,Eastport,NY,,55438,$35.00,Minneapolis,OH,,,
11942,$122.00,East Quogue,NY,,55439,$35.00,Minneapolis,OH,,,
11947,$122.00,Jamesport,NY,,55440,$35.00,Minneapolis,OH,,,
11948,$122.00,Laurel,NY,,55441,$35.00,Minneapolis,OH,,,
11949,$122.00,Manorville,NY,,55442,$35.00,Minneapolis,OH,,,
11950,$122.00,Mastic,NY,,55443,$35.00,Minneapolis,OH,,,
11951,$122.00,Mastic Beach,NY,,55444,$35.00,Minneapolis,OH,,,
11952,$122.00,Mattituck,NY,,55445,$35.00,Minneapolis,OH,,,
11953,$122.00,Middle Island,NY,,55446,$35.00,Minneapolis,OH,,,
11955,$122.00,Moriches,NY,,55447,$35.00,Minneapolis,OH,,,
11961,$122.00,Ridge,NY,,55448,$35.00,Minneapolis,OH,,,
11967,$122.00,Shirley,NY,,55449,$35.00,Minneapolis,OH,,,
11971,$122.00,Southold,NY,,55450,$35.00,Minneapolis,OH,,,
11976,$122.00,Water Mill,NY,,55455,$35.00,Minneapolis,OH,,,
11980,$122.00,Yaphank,NY,,55458,$35.00,Minneapolis,OH,,,
14603,$122.00,York,NY,,55459,$35.00,Minneapolis,OH,,,
14607,$122.00,Rochester,NY,,55460,$35.00,Minneapolis,OH,,,
14610,$122.00,Rochester,NY,,55467,$35.00,Minneapolis,OH,,,
14612,$122.00,Rochester,NY,,55470,$35.00,Minneapolis,OH,,,
14614,$122.00,Rochester,NY,,55472,$35.00,Minneapolis,OH,,,
14616,$122.00,Rochester,NY,,55473,$35.00,Minneapolis,OH,,,
14617,$122.00,Rochester,NY,,55474,$35.00,Minneapolis,OH,,,
14618,$122.00,Rochester,NY,,55478,$35.00,Minneapolis,OH,,,
14619,$122.00,Rochester,NY,,55479,$35.00,Minneapolis,OH,,,
14620,$122.00,Rochester,NY,,55480,$35.00,Minneapolis,OH,,,
14622,$122.00,Rochester,NY,,55483,$35.00,Minneapolis,OH,,,
14623,$122.00,Rochester,NY,,55484,$35.00,Minneapolis,OH,,,
14624,$122.00,Rochester,NY,,55485,$35.00,Minneapolis,OH,,,
14625,$122.00,Rochester,NY,,55486,$35.00,Minneapolis,OH,,,
14626,$122.00,Rochester,NY,,55487,$35.00,Minneapolis,OH,,,
14627,$122.00,Rochester,NY,,55488,$35.00,Minneapolis,OH,,,
14638,$122.00,Rochester,NY,,55550,$35.00,Young America,OH,,,
14642,$122.00,Rochester,NY,,55551,$35.00,Young America,OH,,,
14644,$122.00,Rochester,NY,,55552,$35.00,,OH,,,
14646,$122.00,Rochester,NY,,55553,$35.00,Young America,OH,,,
14647,$122.00,Rochester,NY,,55554,$35.00,Norwood,OH,,,
14692,$122.00,Rochester,NY,,55555,$35.00,,OH,,,
17022,$122.00,Elizabethtown,PA,,55556,$35.00,,OH,,,
17501,$122.00,Akron,PA,,55557,$35.00,,OH,,,
17502,$122.00,Bainbridge,PA,,55558,$35.00,Young America,OH,,,
17503,$122.00,Bainbridge,PA,,55559,$35.00,,OH,,,
17504,$122.00,Bausman,PA,,55560,$35.00,,OH,,,
17505,$122.00,Bird In Hand,PA,,55562,$35.00,,OH,,,
17506,$122.00,Blue Ball,PA,,55564,$35.00,,OH,,,
17507,$122.00,Bowmansville,PA,,55565,$35.00,,OH,,,
17508,$122.00,Brownstown,PA,,55566,$35.00,,OH,,,
17509,$122.00,Christiana,PA,,55567,$35.00,,OH,,,
17512,$122.00,Columbia,PA,,55568,$35.00,Young America,OH,,,
17516,$122.00,Conestoga,PA,,55569,$35.00,Osseo,OH,,,
17517,$122.00,Denver,PA,,55570,$35.00,Maple Plain,OH,,,
17518,$122.00,Drumore,PA,,55571,$35.00,Maple Plain,OH,,,
17519,$122.00,East Earl,PA,,55572,$35.00,Rockford,OH,,,
17520,$122.00,East Petersburg,PA,,55573,$35.00,Young America,OH,,,
17521,$122.00,East Petersburg,PA,,55574,$35.00,Maple Plain,OH,,,
17522,$122.00,Ephrata,PA,,55575,$35.00,Howard Lake,OH,,,
17527,$122.00,Gap,PA,,55576,$35.00,Maple Plain,OH,,,
17528,$122.00,Gap,PA,,55577,$35.00,Maple Plain,OH,,,
17529,$122.00,Gordonville,PA,,55578,$35.00,Maple Plain,OH,,,
17532,$122.00,Holtwood,PA,,55579,$35.00,Maple Plain,OH,,,
17533,$122.00,Holtwood,PA,,55580,$35.00,,OH,,,
17534,$122.00,Intercourse,PA,,55581,$35.00,,OH,,,
17535,$122.00,Kinzers,PA,,55582,$35.00,,OH,,,
17536,$122.00,Kirkwood,PA,,55583,$35.00,Norwood,OH,,,
17537,$122.00,Kirkwood,PA,,55584,$35.00,,OH,,,
17538,$122.00,Landisville,PA,,55585,$35.00,,OH,,,
17540,$122.00,Leola,PA,,55586,$35.00,,OH,,,
17543,$122.00,Lititz,PA,,55587,$35.00,,OH,,,
17545,$122.00,Manheim,PA,,55588,$35.00,,OH,,,
17547,$122.00,Marietta,PA,,55589,$35.00,,OH,,,
17549,$122.00,Marietta,PA,,55590,$35.00,,OH,,,
17550,$122.00,Maytown,PA,,55591,$35.00,,OH,,,
17551,$122.00,Millersville,PA,,55592,$35.00,Maple Plain,OH,,,
17552,$122.00,Mount Joy,PA,,55593,$35.00,Maple Plain,OH,,,
17554,$122.00,Mountville,PA,,55594,$35.00,Young America,OH,,,
17555,$122.00,Narvon,PA,,55595,$35.00,Loretto,OH,,,
17557,$122.00,New Holland,PA,,55596,$35.00,Loretto,OH,,,
17560,$122.00,New Providence,PA,,55597,$35.00,Loretto,OH,,,
17562,$122.00,Paradise,PA,,55598,$35.00,Loretto,OH,,,
17563,$122.00,Peach Bottom,PA,,55599,$35.00,Loretto,OH,,,
17564,$122.00,Peach Bottom,PA,,56011,$35.00,Belle Plaine,OH,,,
17565,$122.00,Pequea,PA,,56044,$35.00,Henderson,OH,,,
17566,$122.00,Quarryville,PA,,56069,$35.00,Montgomery,OH,,,
17567,$122.00,Quarryville,PA,,56071,$35.00,New Prague,OH,,,
17568,$122.00,Refton,PA,,56301,$35.00,Saint Cloud,IN,,,
17569,$122.00,Reinholds,PA,,56302,$35.00,Saint Cloud,IN,,,
17570,$122.00,Rheems,PA,,56303,$35.00,Saint Cloud,IN,,,
17572,$122.00,Ronks,PA,,56304,$35.00,Saint Cloud,IN,,,
17573,$122.00,Ronks,PA,,56313,$35.00,Bock,IN,,,
17575,$122.00,Ronks,PA,,56329,$35.00,Foley,IN,,,
17576,$122.00,Smoketown,PA,,56330,$35.00,Foreston,IN,,,
17578,$122.00,Stevens,PA,,56333,$35.00,Gilman,IN,,,
17579,$122.00,Strasburg,PA,,56353,$35.00,Milaca,IN,,,
17580,$122.00,Strasburg,PA,,56357,$35.00,Oak Park,IN,,,
17581,$122.00,Terre Hill,PA,,56358,$35.00,Ogilvie,IN,,,
17582,$122.00,Washington Boro,PA,,56363,$35.00,Pease,IN,,,
17583,$122.00,Washington Boro,PA,,56369,$35.00,Rockville,IN,,,
17584,$122.00,Willow Street,PA,,56372,$35.00,Saint Cloud,IN,,,
17585,$122.00,Willow Street,PA,,56374,$35.00,Saint Joseph,IN,,,
17601,$122.00,Lancaster,PA,,56377,$35.00,Sartell,IN,,,
17602,$122.00,Lancaster,PA,,56379,$35.00,Sauk Rapids,IN,,,
17603,$122.00,Lancaster,PA,,56387,$35.00,Waite Park,IN,,,
17604,$122.00,Lancaster,PA,,56388,$35.00,Waite Park,IN,,,
17605,$122.00,Lancaster,PA,,56393,$35.00,Saint Cloud,IN,,,
17606,$122.00,Lancaster,PA,,56395,$35.00,Saint Cloud,IN,,,
17607,$122.00,Lancaster,PA,,56396,$35.00,Saint Cloud,IN,,,
17608,$122.00,Lancaster,PA,,56397,$35.00,Saint Cloud,IN,,,
17611,$122.00,Lancaster,PA,,56398,$35.00,Saint Cloud,IN,,,
17622,$122.00,Lancaster,PA,,56399,$35.00,Saint Cloud,IN,,,
17699,$122.00,Lancaster,PA,,60002,$35.00,Antioch,MI,,,
18011,$122.00,Alburtis,PA,,60004,$35.00,Arlington Heights,MI,,,
18018,$122.00,Bethlehem,PA,,60005,$35.00,Arlington Heights,MI,,,
18025,$122.00,Bethlehem,PA,,60006,$35.00,Arlington Heights,MI,,,
18031,$122.00,Breinigsville,PA,,60007,$35.00,Elk Grove Village,MI,,,
18032,$122.00,Catasauqua,PA,,60008,$35.00,Rolling Meadows,MI,,,
18034,$122.00,Center Valley,PA,,60009,$35.00,Elk Grove Village,MI,,,
18036,$122.00,Coopersburg,PA,,60010,$35.00,Barrington,MI,,,
18037,$122.00,Coplay,PA,,60011,$35.00,Barrington,MI,,,
18046,$122.00,East Texas,PA,,60012,$35.00,Crystal Lake,MI,,,
18049,$122.00,Emmaus,PA,,60013,$35.00,Cary,MI,,,
18051,$122.00,Fogelsville,PA,,60015,$35.00,Deerfield,MI,,,
18052,$122.00,Whitehall,PA,,60017,$35.00,Des Plaines,MI,,,
18053,$122.00,Germansville,PA,,60018,$35.00,Des Plaines,MI,,,
18056,$122.00,Hereford,PA,,60019,$35.00,Des Plaines,MI,,,
18059,$122.00,Laurys Station,PA,,60020,$35.00,Fox Lake,MI,,,
18060,$122.00,Laurys Station,PA,,60021,$35.00,Fox River Grove,MI,,,
18062,$122.00,Macungie,PA,,60025,$35.00,Glenview,MI,,,
18065,$122.00,Neffs,PA,,60026,$35.00,Glenview,MI,,,
18066,$122.00,New Tripoli,PA,,60029,$35.00,Golf,MI,,,
18068,$122.00,Northampton,PA,,60030,$35.00,Grayslake,MI,,,
18069,$122.00,Orefield,PA,,60031,$35.00,Gurnee,MI,,,
18078,$122.00,Schnecksville,PA,,60033,$35.00,Harvard,MI,,,
18079,$122.00,Slatedale,PA,,60034,$35.00,Hebron,MI,,,
18080,$122.00,Slatington,PA,,60035,$35.00,Highland Park,MI,,,
18087,$122.00,Trexlertown,PA,,60037,$35.00,Fort Sheridan,MI,,,
18092,$122.00,Zionsville,PA,,60038,$35.00,Palatine,MI,,,
18098,$122.00,Zionsville,PA,,60039,$35.00,Crystal Lake,MI,,,
18099,$122.00,Zionsville,PA,,60040,$35.00,Highwood,MI,,,
18101,$122.00,Allentown,PA,,60041,$35.00,Ingleside,MI,,,
18102,$122.00,Allentown,PA,,60042,$35.00,Island Lake,MI,,,
18103,$122.00,Allentown,PA,,60044,$35.00,Lake Bluff,MI,,,
18104,$122.00,Allentown,PA,,60045,$35.00,Lake Forest,MI,,,
18105,$122.00,Allentown,PA,,60047,$35.00,Lake Zurich,MI,,,
18106,$122.00,Allentown,PA,,60050,$35.00,Mchenry,MI,,,
18109,$122.00,Allentown,PA,,60051,$35.00,Mchenry,MI,,,
18195,$122.00,Allentown,PA,,60053,$35.00,Morton Grove,MI,,,
19008,$122.00,Broomall,PA,,60055,$35.00,Palatine,MI,,,
19010,$122.00,Bryn Mawr,PA,,60056,$35.00,Mount Prospect,MI,,,
19013,$122.00,Chester,PA,,60060,$35.00,Mundelein,MI,,,
19014,$122.00,Aston,PA,,60061,$35.00,Vernon Hills,MI,,,
19015,$122.00,Brookhaven,PA,,60062,$35.00,Northbrook,MI,,,
19016,$122.00,Brookhaven,PA,,60064,$35.00,North Chicago,MI,,,
19017,$122.00,Chester Heights,PA,,60065,$35.00,Northbrook,MI,,,
19018,$122.00,Clifton Heights,PA,,60067,$35.00,Palatine,MI,,,
19022,$122.00,Crum Lynne,PA,,60068,$35.00,Park Ridge,MI,,,
19023,$122.00,Darby,PA,,60069,$35.00,Lincolnshire,MI,,,
19026,$122.00,Drexel Hill,PA,,60070,$35.00,Prospect Heights,MI,,,
19028,$122.00,Elkins Park,PA,,60071,$35.00,Richmond,MI,,,
19029,$122.00,Essington,PA,,60072,$35.00,Ringwood,MI,,,
19032,$122.00,Folcroft,PA,,60073,$35.00,Round Lake,MI,,,
19033,$122.00,Folsom,PA,,60074,$35.00,Palatine,MI,,,
19036,$122.00,Glenolden,PA,,60075,$35.00,Russell,MI,,,
19037,$122.00,Glenolden,PA,,60076,$35.00,Skokie,MI,,,
19039,$122.00,Glenside,PA,,60077,$35.00,Skokie,MI,,,
19043,$122.00,Holmes,PA,,60078,$35.00,Palatine,MI,,,
19050,$122.00,Lansdowne,PA,,60079,$35.00,Waukegan,MI,,,
19052,$122.00,Lenni,PA,,60081,$35.00,Spring Grove,IA,,,
19060,$122.00,Garnet Valley,PA,,60082,$35.00,Techny,IA,,,
19061,$122.00,Marcus Hook,PA,,60083,$35.00,Wadsworth,IA,,,
19063,$122.00,Media,PA,,60084,$35.00,Wauconda,IA,,,
19064,$122.00,Springfield,PA,,60086,$35.00,North Chicago,IA,,,
19065,$122.00,Springfield,PA,,60088,$35.00,Great Lakes,IA,,,
19070,$122.00,Morton,PA,,60089,$35.00,Buffalo Grove,IA,,,
19073,$122.00,Newtown Square,PA,,60090,$35.00,Wheeling,IA,,,
19074,$122.00,Norwood,PA,,60094,$35.00,Palatine,IA,,,
19076,$122.00,Prospect Park,PA,,60095,$35.00,Palatine,IA,,,
19078,$122.00,Ridley Park,PA,,60096,$35.00,Winthrop Harbor,IA,,,
19079,$122.00,Sharon Hill,PA,,60097,$35.00,Wonder Lake,IA,,,
19080,$122.00,Sharon Hill,PA,,60098,$35.00,Woodstock,IA,,,
19081,$122.00,Swarthmore,PA,,60099,$35.00,Zion,IA,,,
19082,$122.00,Upper Darby,PA,,60102,$35.00,Algonquin,IA,,,
19083,$122.00,Havertown,PA,,60103,$35.00,Bartlett,IA,,,
19085,$122.00,Villanova,PA,,60104,$35.00,Bellwood,IA,,,
19086,$122.00,Wallingford,PA,,60105,$35.00,Bensenville,IA,,,
19088,$122.00,Wayne,PA,,60106,$35.00,Bensenville,IA,,,
19089,$122.00,Wayne,PA,,60108,$35.00,Bloomingdale,IA,,,
19091,$122.00,Willow Grove,PA,,60116,$35.00,Carol Stream,IA,,,
19094,$122.00,Woodlyn,PA,,60117,$35.00,Bloomingdale,IA,,,
19098,$122.00,Wynnewood,PA,,60122,$35.00,Elgin,IA,,,
19113,$122.00,Philadelphia,PA,,60126,$35.00,Elmhurst,IA,,,
19317,$122.00,Chadds Ford,PA,,60128,$35.00,Carol Stream,IA,,,
19319,$122.00,Cheyney,PA,,60130,$35.00,Forest Park,IA,,,
19331,$122.00,Cochranville,PA,,60131,$35.00,Franklin Park,IA,,,
19339,$122.00,Downingtown,PA,,60132,$35.00,Carol Stream,IA,,,
19340,$122.00,Downingtown,PA,,60133,$35.00,Hanover Park,IA,,,
19342,$122.00,Glen Mills,PA,,60137,$35.00,Glen Ellyn,IA,,,
19373,$122.00,Thornton,PA,,60138,$35.00,Glen Ellyn,IA,,,
19501,$122.00,Adamstown,PA,,60139,$35.00,Glendale Heights,IA,,,
19503,$122.00,Bally,PA,,60141,$35.00,Hines,IA,,,
19504,$122.00,Barto,PA,,60142,$35.00,Huntley,IA,,,
19505,$122.00,Bechtelsville,PA,,60143,$35.00,Itasca,IA,,,
19506,$122.00,Bernville,PA,,60148,$35.00,Lombard,IA,,,
19507,$122.00,Bethel,PA,,60152,$35.00,Marengo,IA,,,
19508,$122.00,Birdsboro,PA,,60153,$35.00,Maywood,IA,,,
19510,$122.00,Blandon,PA,,60154,$35.00,Westchester,IA,,,
19511,$122.00,Bowers,PA,,60155,$35.00,Broadview,IA,,,
19512,$122.00,Boyertown,PA,,60156,$35.00,Lake In The Hills,IA,,,
19516,$122.00,Centerport,PA,,60157,$35.00,Medinah,IA,,,
19518,$122.00,Douglassville,PA,,60159,$35.00,Schaumburg,IA,,,
19519,$122.00,Douglassville,PA,,60160,$35.00,Melrose Park,IA,,,
19522,$122.00,Fleetwood,PA,,60161,$35.00,Melrose Park,IA,,,
19523,$122.00,Geigertown,PA,,60162,$35.00,Hillside,IA,,,
19526,$122.00,Hamburg,PA,,60163,$35.00,Berkeley,IA,,,
19529,$122.00,Kempton,PA,,60164,$35.00,Melrose Park,IA,,,
19530,$122.00,Kutztown,PA,,60165,$35.00,Stone Park,IA,,,
19533,$122.00,Leesport,PA,,60168,$35.00,Schaumburg,IA,,,
19534,$122.00,Lenhartsville,PA,,60169,$35.00,Hoffman Estates,IA,,,
19535,$122.00,Limekiln,PA,,60171,$35.00,River Grove,IA,,,
19536,$122.00,Lyon Station,PA,,60172,$35.00,Roselle,IA,,,
19538,$122.00,Maxatawny,PA,,60173,$35.00,Schaumburg,IA,,,
19539,$122.00,Mertztown,PA,,60176,$35.00,Schiller Park,IA,,,
19540,$122.00,Mohnton,PA,,60180,$35.00,Union,IA,,,
19541,$122.00,Mohrsville,PA,,60184,$35.00,Wayne,IA,,,
19543,$122.00,Morgantown,PA,,60185,$35.00,West Chicago,IA,,,
19544,$122.00,Mount Aetna,PA,,60186,$35.00,West Chicago,IA,,,
19545,$122.00,New Berlinville,PA,,60187,$35.00,Wheaton,IA,,,
19547,$122.00,Oley,PA,,60188,$35.00,Carol Stream,IA,,,
19548,$122.00,Oley,PA,,60189,$35.00,Wheaton,IA,,,
19550,$122.00,Rehrersburg,PA,,60190,$35.00,Winfield,IA,,,
19551,$122.00,Robesonia,PA,,60191,$35.00,Wood Dale,IA,,,
19554,$122.00,Shartlesville,PA,,60193,$35.00,Schaumburg,IA,,,
19555,$122.00,Shoemakersville,PA,,60194,$35.00,Schaumburg,IA,,,
19559,$122.00,Strausstown,PA,,60195,$35.00,Schaumburg,IA,,,
19560,$122.00,Temple,PA,,60196,$35.00,Schaumburg,IA,,,
19562,$122.00,Topton,PA,,60197,$35.00,Carol Stream,IA,,,
19564,$122.00,Virginville,PA,,60199,$35.00,Carol Stream,IA,,,
19565,$122.00,Wernersville,PA,,60301,$35.00,Oak Park,IA,,,
19567,$122.00,Womelsdorf,PA,,60302,$35.00,Oak Park,IA,,,
19601,$122.00,Reading,PA,,60303,$35.00,Oak Park,IA,,,
19602,$122.00,Reading,PA,,60304,$35.00,Oak Park,IA,,,
19603,$122.00,Reading,PA,,60305,$35.00,River Forest,IA,,,
19604,$122.00,Reading,PA,,60399,$35.00,Wood Dale,IA,,,
19605,$122.00,Reading,PA,,60402,$35.00,Berwyn,IA,,,
19606,$122.00,Reading,PA,,60502,$35.00,Aurora,IA,,,
19607,$122.00,Reading,PA,,60504,$35.00,Aurora,IA,,,
19608,$122.00,Reading,PA,,60513,$35.00,Brookfield,IA,,,
19609,$122.00,Reading,PA,,60514,$35.00,Clarendon Hills,IA,,,
19610,$122.00,Reading,PA,,60515,$35.00,Downers Grove,IA,,,
19611,$122.00,Reading,PA,,60516,$35.00,Downers Grove,IA,,,
19612,$122.00,Reading,PA,,60517,$35.00,Woodridge,IA,,,
19701,$122.00,Bear,DE,,60519,$35.00,Eola,IA,,,
19702,$122.00,Newark,DE,,60521,$35.00,Hinsdale,IA,,,
19703,$122.00,Claymont,DE,,60522,$35.00,Hinsdale,IA,,,
19706,$122.00,Delaware City,DE,,60523,$35.00,Oak Brook,IA,,,
19707,$122.00,Hockessin,DE,,60526,$35.00,La Grange Park,IA,,,
19708,$122.00,Hockessin,DE,,60532,$35.00,Lisle,IA,,,
19709,$122.00,Middletown,DE,,60534,$35.00,Lyons,IA,,,
19710,$122.00,Montchanin,DE,,60540,$35.00,Naperville,IA,,,
19711,$122.00,Newark,DE,,60546,$35.00,Riverside,IA,,,
19712,$122.00,Newark,DE,,60555,$35.00,Warrenville,IA,,,
19713,$122.00,Newark,DE,,60558,$35.00,Western Springs,IA,,,
19714,$122.00,Newark,DE,,60559,$35.00,Westmont,IA,,,
19715,$122.00,Newark,DE,,60561,$35.00,Darien,IA,,,
