Zip Code,Duration Payouts,City Name,State Abbr,,,ZIP Code,Duration Payout,City,State
46511,$12.38,Culver,IN,,,28278,$12.25,Charlotte,NC
46514,$12.38,Elkhart,IN,,,28280,$12.25,Charlotte,NC
46516,$12.38,Elkhart,IN,,,28281,$12.25,Charlotte,NC
46517,$12.38,Elkhart,IN,,,28282,$12.25,Charlotte,NC
46524,$12.38,Etna Green,IN,,,28283,$12.25,,NC
46526,$12.38,Goshen,IN,,,28284,$12.25,Charlotte,NC
46528,$12.38,Goshen,IN,,,28285,$12.25,Charlotte,NC
46530,$12.38,Granger,IN,,,28286,$12.25,,NC
46531,$12.38,,IN,,,28287,$12.25,Charlotte,NC
46532,$12.38,Hamlet,IN,,,28288,$12.25,Charlotte,NC
46534,$12.38,Bass Lake,IN,,,28289,$12.25,Charlotte,NC
46536,$12.38,Lakeville,IN,,,28290,$12.25,Charlotte,NC
46540,$12.38,Middlebury,IN,,,28294,$12.25,,NC
46542,$12.38,Milford,IN,,,28296,$12.25,Charlotte,NC
46543,$12.38,Millersburg,IN,,,28297,$12.25,Charlotte,NC
46544,$12.38,Mishawaka,IN,,,28299,$12.25,Charlotte,NC
46545,$12.38,Mishawaka,IN,,,32099,$12.25,Jacksonville,FL
46550,$12.38,Nappanee,IN,,,32111,$12.25,Candler,FL
46552,$12.38,Hudson Lake,IN,,,32113,$12.25,Citra,FL
46553,$12.38,New Paris,IN,,,32133,$12.25,Eastlake Weir,FL
46554,$12.38,North Liberty,IN,,,32134,$12.25,Fort Mc Coy,FL
46555,$12.38,North Webster,IN,,,32179,$12.25,Ocklawaha,FL
46561,$12.38,Osceola,IN,,,32182,$12.25,Orange Springs,FL
46562,$12.38,Pierceton,IN,,,32183,$12.25,Ocklawaha,FL
46563,$12.38,Plymouth,IN,,,32192,$12.25,Sparr,FL
46567,$12.38,Syracuse,IN,,,32195,$12.25,Weirsdale,FL
46573,$12.38,Wakarusa,IN,,,32201,$12.25,Jacksonville,FL
46574,$12.38,Koontz Lake,IN,,,32202,$12.25,Jacksonville,FL
46580,$12.38,Warsaw,IN,,,32203,$12.25,Jacksonville,FL
46582,$12.38,Warsaw,IN,,,32204,$12.25,Jacksonville,FL
46590,$12.38,Winona Lake,IN,,,32205,$12.25,Jacksonville,FL
46601,$12.38,South Bend,IN,,,32206,$12.25,Jacksonville,FL
46613,$12.38,South Bend,IN,,,32207,$12.25,Jacksonville,FL
46614,$12.38,South Bend,IN,,,32208,$12.25,Jacksonville,FL
46615,$12.38,South Bend,IN,,,32209,$12.25,Jacksonville,FL
46616,$12.38,South Bend,IN,,,32210,$12.25,Jacksonville,FL
46617,$12.38,South Bend,IN,,,32211,$12.25,Jacksonville,FL
46619,$12.38,South Bend,IN,,,32212,$12.25,Jacksonville,FL
46628,$12.38,South Bend,IN,,,32214,$12.25,Jacksonville,FL
46635,$12.38,Granger,IN,,,32215,$12.25,,FL
46637,$12.38,South Bend,IN,,,32216,$12.25,Jacksonville,FL
46701,$12.38,Albion,IN,,,32217,$12.25,Jacksonville,FL
46703,$12.38,Angola,IN,,,32218,$12.25,Jacksonville,FL
46706,$12.38,Auburn,IN,,,32219,$12.25,Jacksonville,FL
46710,$12.38,Avilla,IN,,,32220,$12.25,Jacksonville,FL
46714,$12.38,Bluffton,IN,,,32221,$12.25,Jacksonville,FL
46723,$12.38,Churubusco,IN,,,32222,$12.25,Jacksonville,FL
46725,$12.38,Tri-Lakes,IN,,,32223,$12.25,Jacksonville,FL
46738,$12.38,Garrett,IN,,,32224,$12.25,Jacksonville,FL
46748,$12.38,Huntertown,IN,,,32225,$12.25,Jacksonville,FL
46750,$12.38,Huntington,IN,,,32226,$12.25,Jacksonville,FL
46755,$12.38,Kendallville,IN,,,32227,$12.25,Jacksonville,FL
46765,$12.38,Leo-Cedarville,IN,,,32228,$12.25,Jacksonville,FL
46774,$12.38,New Haven,IN,,,32229,$12.25,Jacksonville,FL
46783,$12.38,Roanoke,IN,,,32230,$12.25,,FL
46787,$12.38,South Whitley,IN,,,32231,$12.25,Jacksonville,FL
46793,$12.38,Waterloo,IN,,,32232,$12.25,Jacksonville,FL
46798,$12.38,Zanesville,IN,,,32233,$12.25,Atlantic Beach,FL
46804,$12.38,Fort Wayne,IN,,,32234,$12.25,Jacksonville,FL
46805,$12.38,Fort Wayne,IN,,,32235,$12.25,Jacksonville,FL
46806,$12.38,Fort Wayne,IN,,,32236,$12.25,Jacksonville,FL
46807,$12.38,Fort Wayne,IN,,,32237,$12.25,Jacksonville,FL
46808,$12.38,Fort Wayne,IN,,,32238,$12.25,Jacksonville,FL
46809,$12.38,Fort Wayne,IN,,,32239,$12.25,Jacksonville,FL
46814,$12.38,Fort Wayne,IN,,,32240,$12.25,Jacksonville Beach,FL
46815,$12.38,Fort Wayne,IN,,,32241,$12.25,Jacksonville,FL
46816,$12.38,Fort Wayne,IN,,,32244,$12.25,Jacksonville,FL
46818,$12.38,Fort Wayne,IN,,,32245,$12.25,Jacksonville,FL
46819,$12.38,Fort Wayne,IN,,,32246,$12.25,Jacksonville,FL
46825,$12.38,Fort Wayne,IN,,,32247,$12.25,Jacksonville,FL
46835,$12.38,Fort Wayne,IN,,,32250,$12.25,Jacksonville Beach,FL
46845,$12.38,Fort Wayne,IN,,,32254,$12.25,Jacksonville,FL
46910,$12.38,Akron,IN,,,32255,$12.25,Jacksonville,FL
46975,$12.38,Rochester,IN,,,32256,$12.25,Jacksonville,FL
46996,$12.38,Winamac,IN,,,32257,$12.25,Jacksonville,FL
49022,$12.38,Benton Harbor,MI,,,32258,$12.25,Jacksonville,FL
49031,$12.38,Cassopolis,MI,,,32266,$12.25,Neptune Beach,FL
49038,$12.38,Paw Paw Lake,MI,,,32267,$12.25,,FL
49045,$12.38,Decatur,MI,,,32277,$12.25,Jacksonville,FL
49047,$12.38,Dowagiac,MI,,,32290,$12.25,,FL
49061,$12.38,,MI,,,32294,$12.25,,FL
49067,$12.38,Marcellus,MI,,,32296,$12.25,,FL
49085,$12.38,St. Joseph,MI,,,32297,$12.25,,FL
49091,$12.38,Sturgis,MI,,,32617,$12.25,Anthony,FL
49093,$12.38,Three Rivers,MI,,,32634,$12.25,Fairfield,FL
49095,$12.38,Vandalia,MI,,,32663,$12.25,Lowell,FL
49098,$12.38,Paw Paw Lake,MI,,,32664,$12.25,Mc Intosh,FL
49099,$12.38,White Pigeon,MI,,,32681,$12.25,Orange Lake,FL
49101,$12.38,Baroda,MI,,,32686,$12.25,Reddick,FL
49102,$12.38,Eau Claire,MI,,,32703,$12.25,Apopka,FL
49103,$12.38,Berrien Springs,MI,,,32704,$12.25,Apopka,FL
49106,$12.38,Bridgman,MI,,,32709,$12.25,Christmas,FL
49107,$12.38,Buchanan,MI,,,32710,$12.25,Clarcona,FL
49111,$12.38,Eau Claire,MI,,,32712,$12.25,Apopka,FL
49112,$12.38,Edwardsburg,MI,,,32751,$12.25,Maitland,FL
49113,$12.38,Galien,MI,,,32768,$12.25,Plymouth,FL
49117,$12.38,New Buffalo,MI,,,32777,$12.25,Tangerine,FL
49120,$12.38,Niles,MI,,,32789,$12.25,Winter Park,FL
49127,$12.38,Stevensville,MI,,,32790,$12.25,Winter Park,FL
49130,$12.38,,MI,,,32792,$12.25,Winter Park,FL
01450,$11.00,Groton,MA,,,32793,$12.25,Winter Park,FL
01701,$11.00,Framingham,MA,,,32794,$12.25,Maitland,FL
01702,$11.00,Framingham,MA,,,32798,$12.25,Zellwood,FL
01703,$11.00,Framingham,MA,,,32801,$12.25,Orlando,FL
01704,$11.00,Framingham,MA,,,32802,$12.25,Orlando,FL
01705,$11.00,Framingham,MA,,,32803,$12.25,Orlando,FL
01718,$11.00,Acton,MA,,,32804,$12.25,Orlando,FL
01719,$11.00,Boxborough,MA,,,32805,$12.25,Orlando,FL
01720,$11.00,Acton,MA,,,32806,$12.25,Orlando,FL
01721,$11.00,Ashland,MA,,,32807,$12.25,Orlando,FL
01730,$11.00,Bedford,MA,,,32808,$12.25,Orlando,FL
01731,$11.00,Bedford,MA,,,32809,$12.25,Orlando,FL
01741,$11.00,Carlisle,MA,,,32810,$12.25,Orlando,FL
01742,$11.00,Concord,MA,,,32811,$12.25,Orlando,FL
01746,$11.00,Holliston,MA,,,32812,$12.25,Orlando,FL
01748,$11.00,Hopkinton,MA,,,32813,$12.25,,FL
01749,$11.00,Hudson,MA,,,32814,$12.25,Orlando,FL
01752,$11.00,Marlborough,MA,,,32816,$12.25,Orlando,FL
01754,$11.00,Maynard,MA,,,32817,$12.25,Orlando,FL
01760,$11.00,Natick,MA,,,32818,$12.25,Orlando,FL
01770,$11.00,Sherborn,MA,,,32819,$12.25,Orlando,FL
01773,$11.00,Lincoln,MA,,,32820,$12.25,Orlando,FL
01775,$11.00,Stow,MA,,,32821,$12.25,Orlando,FL
01776,$11.00,Sudbury,MA,,,32822,$12.25,Orlando,FL
01778,$11.00,Wayland,MA,,,32824,$12.25,Orlando,FL
01784,$11.00,Hopkinton,MA,,,32825,$12.25,Orlando,FL
01801,$11.00,Woburn,MA,,,32826,$12.25,Orlando,FL
01803,$11.00,Burlington,MA,,,32827,$12.25,Orlando,FL
01805,$11.00,Burlington,MA,,,32828,$12.25,Orlando,FL
01813,$11.00,Woburn,MA,,,32829,$12.25,Orlando,FL
01815,$11.00,Woburn,MA,,,32830,$12.25,Orlando,FL
01821,$11.00,Billerica,MA,,,32831,$12.25,Orlando,FL
01822,$11.00,Billerica,MA,,,32832,$12.25,Orlando,FL
01824,$11.00,Chelmsford,MA,,,32833,$12.25,Orlando,FL
01850,$11.00,Lowell,MA,,,32834,$12.25,Orlando,FL
01851,$11.00,Lowell,MA,,,32835,$12.25,Orlando,FL
01852,$11.00,Lowell,MA,,,32836,$12.25,Orlando,FL
01862,$11.00,Billerica,MA,,,32837,$12.25,Orlando,FL
01865,$11.00,Billerica,MA,,,32839,$12.25,Orlando,FL
01866,$11.00,Pinehurst,MA,,,32853,$12.25,Orlando,FL
01887,$11.00,Wilmington,MA,,,32854,$12.25,Orlando,FL
01888,$11.00,Woburn,MA,,,32855,$12.25,Orlando,FL
01890,$11.00,Winchester,MA,,,32856,$12.25,Orlando,FL
02018,$11.00,Norwell,MA,,,32857,$12.25,Orlando,FL
02019,$11.00,Bellingham,MA,,,32858,$12.25,Orlando,FL
02020,$11.00,Marshfield,MA,,,32859,$12.25,Orlando,FL
02021,$11.00,Canton,MA,,,32860,$12.25,Orlando,FL
02025,$11.00,Cohasset,MA,,,32861,$12.25,Orlando,FL
02026,$11.00,Dedham,MA,,,32862,$12.25,Orlando,FL
02027,$11.00,Dedham,MA,,,32867,$12.25,Orlando,FL
02030,$11.00,Dover,MA,,,32868,$12.25,Orlando,FL
02032,$11.00,Walpole,MA,,,32869,$12.25,Orlando,FL
02035,$11.00,Foxborough,MA,,,32872,$12.25,Orlando,FL
02038,$11.00,Franklin,MA,,,32877,$12.25,Orlando,FL
02040,$11.00,Scituate,MA,,,32878,$12.25,Orlando,FL
02041,$11.00,Green Harbor-Cedar Crest,MA,,,32885,$12.25,Orlando,FL
02043,$11.00,Hingham,MA,,,32886,$12.25,Orlando,FL
02044,$11.00,Hingham,MA,,,32887,$12.25,Orlando,FL
02047,$11.00,Scituate,MA,,,32889,$12.25,,FL
02048,$11.00,Mansfield,MA,,,32890,$12.25,,FL
02050,$11.00,Marshfield,MA,,,32891,$12.25,Orlando,FL
02051,$11.00,Marshfield Hills,MA,,,32893,$12.25,,FL
02052,$11.00,Medfield,MA,,,32896,$12.25,Orlando,FL
02053,$11.00,Medway,MA,,,32897,$12.25,Orlando,FL
02054,$11.00,Millis,MA,,,32898,$12.25,,FL
02055,$11.00,Scituate,MA,,,33401,$12.25,West Palm Beach,FL
02056,$11.00,Norfolk,MA,,,33402,$12.25,West Palm Beach,FL
02059,$11.00,Marshfield,MA,,,33403,$12.25,West Palm Beach,FL
02060,$11.00,North Scituate,MA,,,33404,$12.25,West Palm Beach,FL
02061,$11.00,Norwell,MA,,,33405,$12.25,West Palm Beach,FL
02062,$11.00,Norwood,MA,,,33406,$12.25,West Palm Beach,FL
02065,$11.00,Marshfield,MA,,,33407,$12.25,West Palm Beach,FL
02066,$11.00,Scituate,MA,,,33408,$12.25,North Palm Beach,FL
02067,$11.00,Sharon,MA,,,33409,$12.25,West Palm Beach,FL
02070,$11.00,Wrentham,MA,,,33410,$12.25,Palm Beach Gardens,FL
02071,$11.00,Walpole,MA,,,33411,$12.25,West Palm Beach,FL
02072,$11.00,Stoughton,MA,,,33412,$12.25,West Palm Beach,FL
02081,$11.00,Walpole,MA,,,33413,$12.25,West Palm Beach,FL
02090,$11.00,Westwood,MA,,,33414,$12.25,Wellington,FL
02093,$11.00,Wrentham,MA,,,33415,$12.25,West Palm Beach,FL
02108,$11.00,Boston,MA,,,33416,$12.25,West Palm Beach,FL
02109,$11.00,Boston,MA,,,33417,$12.25,West Palm Beach,FL
02110,$11.00,Boston,MA,,,33418,$12.25,Palm Beach Gardens,FL
02111,$11.00,Boston,MA,,,33419,$12.25,West Palm Beach,FL
02112,$11.00,Boston,MA,,,33420,$12.25,West Palm Beach,FL
02113,$11.00,Boston,MA,,,33421,$12.25,Royal Palm Beach,FL
02114,$11.00,Boston,MA,,,33422,$12.25,West Palm Beach,FL
02115,$11.00,Boston,MA,,,33424,$12.25,Boynton Beach,FL
02116,$11.00,Boston,MA,,,33425,$12.25,Boynton Beach,FL
02117,$11.00,Boston,MA,,,33426,$12.25,Boynton Beach,FL
02118,$11.00,Boston,MA,,,33427,$12.25,Boca Raton,FL
02119,$11.00,Boston,MA,,,33428,$12.25,Boca Raton,FL
02120,$11.00,Boston,MA,,,33429,$12.25,Boca Raton,FL
02121,$11.00,Boston,MA,,,33430,$12.25,Belle Glade,FL
02122,$11.00,Boston,MA,,,33431,$12.25,Boca Raton,FL
02123,$11.00,Boston,MA,,,33432,$12.25,Boca Raton,FL
02124,$11.00,Boston,MA,,,33433,$12.25,Boca Raton,FL
02125,$11.00,Boston,MA,,,33434,$12.25,Boca Raton,FL
02126,$11.00,Boston,MA,,,33435,$12.25,Boynton Beach,FL
02127,$11.00,Boston,MA,,,33436,$12.25,Boynton Beach,FL
02128,$11.00,Boston,MA,,,33437,$12.25,Boynton Beach,FL
02129,$11.00,Boston,MA,,,33438,$12.25,Canal Point,FL
02130,$11.00,Boston,MA,,,33439,$12.25,,FL
02131,$11.00,Boston,MA,,,33444,$12.25,Delray Beach,FL
02132,$11.00,Boston,MA,,,33445,$12.25,Delray Beach,FL
02133,$11.00,Boston,MA,,,33446,$12.25,Delray Beach,FL
02134,$11.00,Boston,MA,,,33447,$12.25,,FL
02135,$11.00,Boston,MA,,,33448,$12.25,Delray Beach,FL
02136,$11.00,Boston,MA,,,33449,$12.25,Lake Worth,FL
02137,$11.00,Boston,MA,,,33454,$12.25,Greenacres,FL
02138,$11.00,Cambridge,MA,,,33458,$12.25,Jupiter,FL
02139,$11.00,Cambridge,MA,,,33459,$12.25,Lake Harbor,FL
02140,$11.00,Cambridge,MA,,,33460,$12.25,Lake Worth,FL
02141,$11.00,Cambridge,MA,,,33461,$12.25,Lake Worth,FL
02142,$11.00,Cambridge,MA,,,33462,$12.25,Lake Worth,FL
02143,$11.00,Somerville,MA,,,33463,$12.25,Lake Worth,FL
02144,$11.00,Somerville,MA,,,33464,$12.25,Boca Raton,FL
02145,$11.00,Somerville,MA,,,33465,$12.25,Lake Worth,FL
02148,$11.00,Malden,MA,,,33466,$12.25,Lake Worth,FL
02149,$11.00,Everett,MA,,,33467,$12.25,Lake Worth,FL
02150,$11.00,Chelsea,MA,,,33468,$12.25,Jupiter,FL
02153,$11.00,Somerville,MA,,,33469,$12.25,Jupiter,FL
02155,$11.00,Medford,MA,,,33470,$12.25,Loxahatchee,FL
02156,$11.00,Medford,MA,,,33472,$12.25,Boynton Beach,FL
02163,$11.00,Boston,MA,,,33473,$12.25,Boynton Beach,FL
02169,$11.00,Quincy,MA,,,33474,$12.25,Boynton Beach,FL
02170,$11.00,Quincy,MA,,,33476,$12.25,Pahokee,FL
02171,$11.00,Quincy,MA,,,33477,$12.25,Jupiter,FL
02180,$11.00,Stoneham,MA,,,33478,$12.25,Jupiter,FL
02184,$11.00,Braintree,MA,,,33480,$12.25,Palm Beach,FL
02185,$11.00,Braintree,MA,,,33481,$12.25,Boca Raton,FL
02186,$11.00,Milton,MA,,,33482,$12.25,Delray Beach,FL
02187,$11.00,Boston,MA,,,33483,$12.25,Delray Beach,FL
02188,$11.00,Weymouth,MA,,,33484,$12.25,Delray Beach,FL
02189,$11.00,Weymouth,MA,,,33486,$12.25,Boca Raton,FL
02190,$11.00,Weymouth,MA,,,33487,$12.25,Boca Raton,FL
02191,$11.00,Weymouth,MA,,,33488,$12.25,Boca Raton,FL
02196,$11.00,Boston,MA,,,33491,$12.25,,FL
02199,$11.00,Boston,MA,,,33493,$12.25,South Bay,FL
02201,$11.00,Boston,MA,,,33496,$12.25,Boca Raton,FL
02203,$11.00,Boston,MA,,,33497,$12.25,Boca Raton,FL
02204,$11.00,Boston,MA,,,33498,$12.25,Boca Raton,FL
02205,$11.00,Boston,MA,,,33499,$12.25,Boca Raton,FL
02206,$11.00,Boston,MA,,,33503,$12.25,Balm,FL
02210,$11.00,Boston,MA,,,33508,$12.25,Brandon,FL
02211,$11.00,Boston,MA,,,33509,$12.25,Brandon,FL
02212,$11.00,Boston,MA,,,33510,$12.25,Brandon,FL
02215,$11.00,Boston,MA,,,33511,$12.25,Brandon,FL
02217,$11.00,Boston,MA,,,33527,$12.25,Dover,FL
02222,$11.00,Boston,MA,,,33530,$12.25,Durant,FL
02228,$11.00,Boston,MA,,,33534,$12.25,Gibsonton,FL
02238,$11.00,Cambridge,MA,,,33547,$12.25,Lithia,FL
02241,$11.00,Boston,MA,,,33548,$12.25,Lutz,FL
02266,$11.00,Boston,MA,,,33549,$12.25,Lutz,FL
02269,$11.00,Quincy,MA,,,33550,$12.25,Mango,FL
02283,$11.00,Boston,MA,,,33556,$12.25,Odessa,FL
02284,$11.00,Boston,MA,,,33558,$12.25,Lutz,FL
02293,$11.00,Boston,MA,,,33559,$12.25,Lutz,FL
02297,$11.00,Boston,MA,,,33563,$12.25,Plant City,FL
02298,$11.00,Boston,MA,,,33564,$12.25,Plant City,FL
02301,$11.00,Brockton,MA,,,33565,$12.25,Plant City,FL
02302,$11.00,Brockton,MA,,,33566,$12.25,Plant City,FL
02303,$11.00,Brockton,MA,,,33567,$12.25,Plant City,FL
02304,$11.00,Brockton,MA,,,33568,$12.25,Riverview,FL
02305,$11.00,Brockton,MA,,,33569,$12.25,Riverview,FL
02322,$11.00,Avon,MA,,,33570,$12.25,Ruskin,FL
02324,$11.00,Bridgewater,MA,,,33571,$12.25,Sun City Center,FL
02325,$11.00,Bridgewater,MA,,,33572,$12.25,Apollo Beach,FL
02327,$11.00,Hanson,MA,,,33573,$12.25,Sun City Center,FL
02330,$11.00,Carver,MA,,,33575,$12.25,Ruskin,FL
02331,$11.00,Duxbury,MA,,,33578,$12.25,Riverview,FL
02332,$11.00,Duxbury,MA,,,33579,$12.25,Riverview,FL
02333,$11.00,East Bridgewater,MA,,,33583,$12.25,Seffner,FL
02334,$11.00,Easton,MA,,,33584,$12.25,Seffner,FL
02337,$11.00,East Bridgewater,MA,,,33586,$12.25,Sun City,FL
02338,$11.00,Halifax,MA,,,33587,$12.25,Sydney,FL
02339,$11.00,Hanover,MA,,,33592,$12.25,Thonotosassa,FL
02340,$11.00,Hanover,MA,,,33594,$12.25,Valrico,FL
02341,$11.00,Hanson,MA,,,33595,$12.25,Valrico,FL
02343,$11.00,Holbrook,MA,,,33596,$12.25,Valrico,FL
02344,$11.00,Middleborough Center,MA,,,33598,$12.25,Wimauma,FL
02346,$11.00,Middleborough,MA,,,33601,$12.25,Tampa,FL
02347,$11.00,Lakeville,MA,,,33602,$12.25,Tampa,FL
02348,$11.00,Middleborough,MA,,,33603,$12.25,Tampa,FL
02349,$11.00,Middleborough Center,MA,,,33604,$12.25,Tampa,FL
02350,$11.00,Hanson,MA,,,33605,$12.25,Tampa,FL
02351,$11.00,Abington,MA,,,33606,$12.25,Tampa,FL
02355,$11.00,Carver,MA,,,33607,$12.25,Tampa,FL
02356,$11.00,Easton,MA,,,33608,$12.25,Tampa,FL
02357,$11.00,Easton,MA,,,33609,$12.25,Tampa,FL
02358,$11.00,Pembroke,MA,,,33610,$12.25,Tampa,FL
02359,$11.00,Pembroke,MA,,,33611,$12.25,Tampa,FL
02360,$11.00,Plymouth,MA,,,33612,$12.25,Tampa,FL
02361,$11.00,Plymouth,MA,,,33613,$12.25,Tampa,FL
02362,$11.00,Plymouth,MA,,,33614,$12.25,Tampa,FL
02364,$11.00,Kingston,MA,,,33615,$12.25,Tampa,FL
02366,$11.00,Plymouth,MA,,,33616,$12.25,Tampa,FL
02367,$11.00,Plympton,MA,,,33617,$12.25,Tampa,FL
02368,$11.00,Randolph,MA,,,33618,$12.25,Tampa,FL
02370,$11.00,Rockland,MA,,,33619,$12.25,Tampa,FL
02375,$11.00,Easton,MA,,,33620,$12.25,Tampa,FL
02379,$11.00,West Bridgewater,MA,,,33621,$12.25,Tampa,FL
02382,$11.00,Whitman,MA,,,33622,$12.25,Tampa,FL
02420,$11.00,Lexington,MA,,,33623,$12.25,Tampa,FL
02421,$11.00,Lexington,MA,,,33624,$12.25,Tampa,FL
02445,$11.00,Brookline,MA,,,33625,$12.25,Tampa,FL
02446,$11.00,Brookline,MA,,,33626,$12.25,Tampa,FL
02447,$11.00,Brookline,MA,,,33629,$12.25,Tampa,FL
02451,$11.00,Waltham,MA,,,33630,$12.25,Tampa,FL
02452,$11.00,Waltham,MA,,,33631,$12.25,Tampa,FL
02453,$11.00,Waltham,MA,,,33633,$12.25,Tampa,FL
02454,$11.00,Waltham,MA,,,33634,$12.25,Tampa,FL
02455,$11.00,Boston,MA,,,33635,$12.25,Tampa,FL
02456,$11.00,Boston,MA,,,33637,$12.25,Tampa,FL
02457,$11.00,Wellesley,MA,,,33646,$12.25,Tampa,FL
02458,$11.00,Newton,MA,,,33647,$12.25,Tampa,FL
02459,$11.00,Newton,MA,,,33650,$12.25,Tampa,FL
02460,$11.00,Newton,MA,,,33651,$12.25,,FL
02461,$11.00,Newton,MA,,,33655,$12.25,Tampa,FL
02462,$11.00,Newton,MA,,,33660,$12.25,Tampa,FL
02464,$11.00,Newton,MA,,,33661,$12.25,Tampa,FL
02465,$11.00,Newton,MA,,,33662,$12.25,Tampa,FL
02466,$11.00,Newton,MA,,,33663,$12.25,Tampa,FL
02467,$11.00,Brookline,MA,,,33664,$12.25,Tampa,FL
02468,$11.00,Newton,MA,,,33672,$12.25,Tampa,FL
02471,$11.00,Watertown,MA,,,33673,$12.25,Tampa,FL
02472,$11.00,Watertown,MA,,,33674,$12.25,Tampa,FL
02474,$11.00,Arlington,MA,,,33675,$12.25,Tampa,FL
02475,$11.00,Arlington,MA,,,33677,$12.25,Tampa,FL
02476,$11.00,Arlington,MA,,,33679,$12.25,Tampa,FL
02477,$11.00,Watertown,MA,,,33680,$12.25,Tampa,FL
02478,$11.00,Belmont,MA,,,33681,$12.25,Tampa,FL
02479,$11.00,Lexington,MA,,,33682,$12.25,Tampa,FL
02481,$11.00,Wellesley,MA,,,33684,$12.25,Tampa,FL
02482,$11.00,Wellesley,MA,,,33685,$12.25,Tampa,FL
02492,$11.00,Needham,MA,,,33686,$12.25,Tampa,FL
02493,$11.00,Weston,MA,,,33687,$12.25,Tampa,FL
02494,$11.00,Needham,MA,,,33688,$12.25,Tampa,FL
02495,$11.00,Newton,MA,,,33689,$12.25,Tampa,FL
02576,$11.00,Wareham,MA,,,33690,$12.25,,FL
02702,$11.00,Freetown,MA,,,33694,$12.25,Tampa,FL
02703,$11.00,Attleboro,MA,,,33695,$12.25,,FL
02712,$11.00,Norton,MA,,,33697,$12.25,,FL
02715,$11.00,Dighton,MA,,,33801,$12.25,Lakeland,FL
02717,$11.00,Freetown,MA,,,33802,$12.25,Lakeland,FL
02718,$11.00,Taunton,MA,,,33803,$12.25,Lakeland,FL
02720,$11.00,Fall River,MA,,,33804,$12.25,Lakeland,FL
02721,$11.00,Fall River,MA,,,33805,$12.25,Lakeland,FL
02722,$11.00,Fall River,MA,,,33806,$12.25,Lakeland,FL
02723,$11.00,Fall River,MA,,,33807,$12.25,Lakeland,FL
02725,$11.00,Somerset,MA,,,33809,$12.25,Lakeland,FL
02726,$11.00,Somerset,MA,,,33810,$12.25,Lakeland,FL
02740,$11.00,New Bedford,MA,,,33811,$12.25,Lakeland,FL
02741,$11.00,New Bedford,MA,,,33812,$12.25,Lakeland,FL
02742,$11.00,New Bedford,MA,,,33813,$12.25,Lakeland,FL
02743,$11.00,Acushnet,MA,,,33815,$12.25,Lakeland,FL
02744,$11.00,New Bedford,MA,,,33820,$12.25,Alturas,FL
02760,$11.00,North Attleborough,MA,,,33823,$12.25,Auburndale,FL
02761,$11.00,North Attleborough,MA,,,33827,$12.25,Babson Park,FL
02762,$11.00,Plainville,MA,,,33830,$12.25,Bartow,FL
02763,$11.00,North Attleborough,MA,,,33831,$12.25,Bartow,FL
02764,$11.00,Dighton,MA,,,33835,$12.25,Bradley,FL
02766,$11.00,Norton,MA,,,33836,$12.25,Davenport,FL
02767,$11.00,Raynham,MA,,,33837,$12.25,Davenport,FL
02768,$11.00,Raynham,MA,,,33838,$12.25,Dundee,FL
02769,$11.00,Rehoboth,MA,,,33839,$12.25,Eagle Lake,FL
02770,$11.00,Rochester,MA,,,33840,$12.25,Eaton Park,FL
02771,$11.00,Seekonk,MA,,,33841,$12.25,Fort Meade,FL
02777,$11.00,Swansea,MA,,,33843,$12.25,Frostproof,FL
02779,$11.00,Berkley,MA,,,33844,$12.25,Haines City,FL
02780,$11.00,Taunton,MA,,,33845,$12.25,Haines City,FL
02783,$11.00,Taunton,MA,,,33846,$12.25,Highland City,FL
02802,$11.00,Lincoln,RI,,,33847,$12.25,Homeland,FL
02806,$11.00,Barrington,RI,,,33849,$12.25,Kathleen,FL
02823,$11.00,Scituate,RI,,,33850,$12.25,Lake Alfred,FL
02828,$11.00,Smithfield,RI,,,33851,$12.25,Lake Hamilton,FL
02831,$11.00,Scituate,RI,,,33853,$12.25,Lake Wales,FL
02838,$11.00,Lincoln,RI,,,33854,$12.25,Lakeshore,FL
02860,$11.00,Pawtucket,RI,,,33855,$12.25,Indian Lake Estates,FL
02861,$11.00,Pawtucket,RI,,,33856,$12.25,Nalcrest,FL
02862,$11.00,Pawtucket,RI,,,33858,$12.25,Loughman,FL
02863,$11.00,Central Falls,RI,,,33859,$12.25,Lake Wales,FL
02864,$11.00,Cumberland,RI,,,33860,$12.25,Mulberry,FL
02865,$11.00,Lincoln,RI,,,33863,$12.25,Nichols,FL
02885,$11.00,Warren,RI,,,33867,$12.25,River Ranch,FL
02886,$11.00,Warwick,RI,,,33868,$12.25,Polk City,FL
02887,$11.00,Warwick,RI,,,33877,$12.25,Waverly,FL
02888,$11.00,Warwick,RI,,,33880,$12.25,Winter Haven,FL
02889,$11.00,Warwick,RI,,,33881,$12.25,Winter Haven,FL
02893,$11.00,West Warwick,RI,,,33882,$12.25,Winter Haven,FL
02901,$11.00,Providence,RI,,,33883,$12.25,Winter Haven,FL
02902,$11.00,Providence,RI,,,33884,$12.25,Winter Haven,FL
02903,$11.00,Providence,RI,,,33885,$12.25,Winter Haven,FL
02904,$11.00,North Providence,RI,,,33888,$12.25,Winter Haven,FL
02905,$11.00,Providence,RI,,,33896,$12.25,Davenport,FL
02906,$11.00,Providence,RI,,,33897,$12.25,Davenport,FL
02907,$11.00,Providence,RI,,,33898,$12.25,Lake Wales,FL
