ZIP Code,Duration Buyer Payouts,City,State,,Zip Code,Duration buyer 2,City Name,State Abbr,,Pest Control has other nationwide buyers as well,,,Zip Codes,120 Second Payouts
01472,$28.00,West Groton,MA,,92585,$22.00,Menifee,CA,,,,,,
01473,$28.00,Westminster,MA,,92586,$22.00,Menifee,CA,,,,,,
01474,$28.00,West Townsend,MA,,92587,$22.00,Canyon Lake,CA,,,,,,
01475,$28.00,Winchendon,MA,,92589,$22.00,Temecula,CA,,,,,,
01477,$28.00,,MA,,92593,$22.00,Temecula,CA,,,,,,
01504,$28.00,Blackstone,MA,,92595,$22.00,Wildomar,CA,,,,,,
01506,$28.00,Brookfield,MA,,92599,$22.00,Perris,CA,,,,,,
01507,$28.00,Charlton,MA,,94002,$22.00,Belmont,CA,,,,,,
01508,$28.00,Charlton City,MA,,94005,$22.00,Brisbane,CA,,,,,,
01509,$28.00,Charlton Depot,MA,,94010,$22.00,Hillsborough,CA,,,,,,
01515,$28.00,East Brookfield,MA,,94011,$22.00,Burlingame,CA,,,,,,
01516,$28.00,Douglas,MA,,94014,$22.00,Daly City,CA,,,,,,
01517,$28.00,,MA,,94015,$22.00,Daly City,CA,,,,,,
01518,$28.00,Fiskdale,MA,,94016,$22.00,Daly City,CA,,,,,,
01521,$28.00,Holland,MA,,94017,$22.00,Daly City,CA,,,,,,
01522,$28.00,Jefferson,MA,,94018,$22.00,El Granada,CA,,,,,,
01523,$28.00,Lancaster,MA,,94019,$22.00,Half Moon Bay,CA,,,,,,
01525,$28.00,Linwood,MA,,94022,$22.00,Los Altos Hills,CA,,,,,,
01526,$28.00,Manchaug,MA,,94023,$22.00,Los Altos,CA,,,,,,
01529,$28.00,Millville,MA,,94024,$22.00,Los Altos,CA,,,,,,
01531,$28.00,New Braintree,MA,,94025,$22.00,Menlo Park,CA,,,,,,
01535,$28.00,North Brookfield,MA,,94026,$22.00,Menlo Park,CA,,,,,,
01537,$28.00,North Oxford,MA,,94027,$22.00,Atherton,CA,,,,,,
01538,$28.00,North Uxbridge,MA,,94028,$22.00,Portola Valley,CA,,,,,,
01539,$28.00,,MA,,94030,$22.00,Millbrae,CA,,,,,,
01541,$28.00,Princeton,MA,,94035,$22.00,Sunnyvale,CA,,,,,,
01542,$28.00,Rochdale,MA,,94037,$22.00,Montara,CA,,,,,,
01543,$28.00,Rutland,MA,,94038,$22.00,Montara,CA,,,,,,
01546,$28.00,Shrewsbury,MA,,94039,$22.00,Mountain View,CA,,,,,,
01550,$28.00,Southbridge,MA,,94040,$22.00,Mountain View,CA,,,,,,
01560,$28.00,South Grafton,MA,,94041,$22.00,Mountain View,CA,,,,,,
01561,$28.00,South Lancaster,MA,,94042,$22.00,Mountain View,CA,,,,,,
01562,$28.00,Spencer,MA,,94043,$22.00,Mountain View,CA,,,,,,
01564,$28.00,Sterling,MA,,94044,$22.00,Pacifica,CA,,,,,,
01566,$28.00,Sturbridge,MA,,94061,$22.00,Redwood City,CA,,,,,,
01569,$28.00,Uxbridge,MA,,94062,$22.00,Woodside,CA,,,,,,
01571,$28.00,Dudley,MA,,94063,$22.00,Redwood City,CA,,,,,,
01580,$28.00,,MA,,94064,$22.00,Redwood City,CA,,,,,,
01582,$28.00,,MA,,94065,$22.00,Redwood City,CA,,,,,,
01586,$28.00,West Millbury,MA,,94066,$22.00,San Bruno,CA,,,,,,
01587,$28.00,,MA,,94070,$22.00,San Carlos,CA,,,,,,
01601,$28.00,Worcester,MA,,94080,$22.00,South San Francisco,CA,,,,,,
01608,$28.00,Worcester,MA,,94083,$22.00,South San Francisco,CA,,,,,,
01611,$28.00,Cherry Valley,MA,,94085,$22.00,Sunnyvale,CA,,,,,,
01612,$28.00,Paxton,MA,,94086,$22.00,Sunnyvale,CA,,,,,,
01613,$28.00,Worcester,MA,,94087,$22.00,Sunnyvale,CA,,,,,,
01614,$28.00,Worcester,MA,,94088,$22.00,Sunnyvale,CA,,,,,,
01615,$28.00,Worcester,MA,,94089,$22.00,Sunnyvale,CA,,,,,,
01653,$28.00,Worcester,MA,,94102,$22.00,San Francisco,CA,,,,,,
01654,$28.00,,MA,,94103,$22.00,San Francisco,CA,,,,,,
01655,$28.00,Worcester,MA,,94104,$22.00,San Francisco,CA,,,,,,
01703,$28.00,Framingham,MA,,94105,$22.00,San Francisco,CA,,,,,,
01704,$28.00,Framingham,MA,,94107,$22.00,San Francisco,CA,,,,,,
01705,$28.00,Framingham,MA,,94108,$22.00,San Francisco,CA,,,,,,
01718,$28.00,Acton,MA,,94109,$22.00,San Francisco,CA,,,,,,
01719,$28.00,Boxborough,MA,,94110,$22.00,San Francisco,CA,,,,,,
01731,$28.00,Hanscom Afb,MA,,94111,$22.00,San Francisco,CA,,,,,,
01740,$28.00,Bolton,MA,,94112,$22.00,San Francisco,CA,,,,,,
01745,$28.00,Fayville,MA,,94114,$22.00,San Francisco,CA,,,,,,
01775,$28.00,Stow,MA,,94115,$22.00,San Francisco,CA,,,,,,
01784,$28.00,Woodville,MA,,94116,$22.00,San Francisco,CA,,,,,,
01805,$28.00,Burlington,MA,,94117,$22.00,San Francisco,CA,,,,,,
01806,$28.00,,MA,,94118,$22.00,San Francisco,CA,,,,,,
01807,$28.00,,MA,,94119,$22.00,San Francisco,CA,,,,,,
01808,$28.00,,MA,,94120,$22.00,San Francisco,CA,,,,,,
01812,$28.00,Andover,MA,,94121,$22.00,San Francisco,CA,,,,,,
01813,$28.00,Woburn,MA,,94122,$22.00,San Francisco,CA,,,,,,
01814,$28.00,,MA,,94123,$22.00,San Francisco,CA,,,,,,
01815,$28.00,Woburn,MA,,94124,$22.00,San Francisco,CA,,,,,,
01822,$28.00,Billerica,MA,,94125,$22.00,San Francisco,CA,,,,,,
01824,$28.00,Chelmsford,MA,,94126,$22.00,San Francisco,CA,,,,,,
01825,$28.00,North Reading,MA,,94127,$22.00,San Francisco,CA,,,,,,
01826,$28.00,Dracut,MA,,94128,$22.00,South San Francisco,CA,,,,,,
01827,$28.00,Dunstable,MA,,94129,$22.00,San Francisco,CA,,,,,,
01830,$28.00,Haverhill,MA,,94130,$22.00,San Francisco,CA,,,,,,
01831,$28.00,Haverhill,MA,,94131,$22.00,San Francisco,CA,,,,,,
01832,$28.00,Haverhill,MA,,94132,$22.00,San Francisco,CA,,,,,,
01833,$28.00,Georgetown,MA,,94133,$22.00,San Francisco,CA,,,,,,
01834,$28.00,Groveland,MA,,94134,$22.00,San Francisco,CA,,,,,,
01835,$28.00,Haverhill,MA,,94137,$22.00,San Francisco,CA,,,,,,
01840,$28.00,Lawrence,MA,,94139,$22.00,San Francisco,CA,,,,,,
01841,$28.00,Lawrence,MA,,94140,$22.00,San Francisco,CA,,,,,,
01842,$28.00,Lawrence,MA,,94141,$22.00,San Francisco,CA,,,,,,
01843,$28.00,Lawrence,MA,,94142,$22.00,San Francisco,CA,,,,,,
01844,$28.00,Methuen,MA,,94143,$22.00,San Francisco,CA,,,,,,
01850,$28.00,Lowell,MA,,94144,$22.00,San Francisco,CA,,,,,,
01851,$28.00,Lowell,MA,,94145,$22.00,San Francisco,CA,,,,,,
01852,$28.00,Lowell,MA,,94146,$22.00,San Francisco,CA,,,,,,
01853,$28.00,Lowell,MA,,94147,$22.00,San Francisco,CA,,,,,,
01854,$28.00,Lowell,MA,,94151,$22.00,San Francisco,CA,,,,,,
01860,$28.00,Merrimac,MA,,94158,$22.00,San Francisco,CA,,,,,,
01862,$28.00,North Billerica,MA,,94159,$22.00,San Francisco,CA,,,,,,
01863,$28.00,North Chelmsford,MA,,94160,$22.00,San Francisco,CA,,,,,,
01865,$28.00,Nutting Lake,MA,,94161,$22.00,San Francisco,CA,,,,,,
01866,$28.00,Pinehurst,MA,,94163,$22.00,San Francisco,CA,,,,,,
01867,$28.00,Reading,MA,,94164,$22.00,San Francisco,CA,,,,,,
01879,$28.00,Tyngsboro,MA,,94172,$22.00,San Francisco,CA,,,,,,
01885,$28.00,West Boxford,MA,,94177,$22.00,San Francisco,CA,,,,,,
01886,$28.00,Westford,MA,,94188,$22.00,San Francisco,CA,,,,,,
01888,$28.00,Woburn,MA,,94301,$22.00,Palo Alto,CA,,,,,,
01889,$28.00,North Reading,MA,,94302,$22.00,Palo Alto,CA,,,,,,
01899,$28.00,Andover,MA,,94303,$22.00,Palo Alto,CA,,,,,,
01901,$28.00,Lynn,MA,,94304,$22.00,Palo Alto,CA,,,,,,
01902,$28.00,Lynn,MA,,94305,$22.00,Stanford,CA,,,,,,
01903,$28.00,Lynn,MA,,94306,$22.00,Palo Alto,CA,,,,,,
01905,$28.00,Lynn,MA,,94309,$22.00,Palo Alto,CA,,,,,,
01908,$28.00,Nahant,MA,,94401,$22.00,San Mateo,CA,,,,,,
01910,$28.00,Lynn,MA,,94402,$22.00,San Mateo,CA,,,,,,
01913,$28.00,Amesbury,MA,,94403,$22.00,San Mateo,CA,,,,,,
01922,$28.00,Byfield,MA,,94404,$22.00,Foster City,CA,,,,,,
01930,$28.00,Gloucester,MA,,94497,$22.00,San Mateo,CA,,,,,,
01931,$28.00,Gloucester,MA,,94501,$22.00,Alameda,CA,,,,,,
01936,$28.00,Hamilton,MA,,94502,$22.00,Alameda,CA,,,,,,
01937,$28.00,Hathorne,MA,,94506,$22.00,Blackhawk-Camino Tassajara,CA,,,,,,
01945,$28.00,Marblehead,MA,,94507,$22.00,Alamo,CA,,,,,,
01947,$28.00,,MA,,94516,$22.00,,CA,,,,,,
01950,$28.00,Newburyport,MA,,94518,$22.00,Concord,CA,,,,,,
01951,$28.00,Newbury,MA,,94519,$22.00,Concord,CA,,,,,,
01952,$28.00,Salisbury,MA,,94520,$22.00,Concord,CA,,,,,,
01961,$28.00,Peabody,MA,,94521,$22.00,Concord,CA,,,,,,
01964,$28.00,,MA,,94522,$22.00,Concord,CA,,,,,,
01965,$28.00,Prides Crossing,MA,,94523,$22.00,Pleasant Hill,CA,,,,,,
01966,$28.00,Rockport,MA,,94524,$22.00,Concord,CA,,,,,,
01969,$28.00,Rowley,MA,,94525,$22.00,Crockett,CA,,,,,,
01970,$28.00,Salem,MA,,94526,$22.00,Danville,CA,,,,,,
01971,$28.00,Salem,MA,,94527,$22.00,Concord,CA,,,,,,
01985,$28.00,West Newbury,MA,,94528,$22.00,Diablo,CA,,,,,,
02018,$28.00,Accord,MA,,94529,$22.00,Concord,CA,,,,,,
02020,$28.00,Brant Rock,MA,,94530,$22.00,El Cerrito,CA,,,,,,
02027,$28.00,Dedham,MA,,94536,$22.00,Fremont,CA,,,,,,
02031,$28.00,,MA,,94537,$22.00,Fremont,CA,,,,,,
02032,$28.00,East Walpole,MA,,94538,$22.00,Fremont,CA,,,,,,
02040,$28.00,Greenbush,MA,,94539,$22.00,Fremont,CA,,,,,,
02041,$28.00,Green Harbor,MA,,94540,$22.00,Hayward,CA,,,,,,
02044,$28.00,Hingham,MA,,94541,$22.00,Hayward,CA,,,,,,
02045,$28.00,Hull,MA,,94542,$22.00,Hayward,CA,,,,,,
02047,$28.00,Humarock,MA,,94543,$22.00,Hayward,CA,,,,,,
02050,$28.00,Marshfield,MA,,94544,$22.00,Hayward,CA,,,,,,
02051,$28.00,Marshfield Hills,MA,,94545,$22.00,Hayward,CA,,,,,,
02055,$28.00,Minot,MA,,94546,$22.00,Castro Valley,CA,,,,,,
02059,$28.00,North Marshfield,MA,,94547,$22.00,Hercules,CA,,,,,,
02060,$28.00,North Scituate,MA,,94549,$22.00,Lafayette,CA,,,,,,
02061,$28.00,Norwell,MA,,94550,$22.00,Livermore,CA,,,,,,
02065,$28.00,Ocean Bluff,MA,,94551,$22.00,Livermore,CA,,,,,,
02066,$28.00,Scituate,MA,,94552,$22.00,Castro Valley,CA,,,,,,
02070,$28.00,Sheldonville,MA,,94553,$22.00,Martinez,CA,,,,,,
02101,$28.00,,MA,,94555,$22.00,Fremont,CA,,,,,,
02102,$28.00,,MA,,94556,$22.00,Moraga,CA,,,,,,
02103,$28.00,,MA,,94557,$22.00,Hayward,CA,,,,,,
02104,$28.00,,MA,,94560,$22.00,Newark,CA,,,,,,
02105,$28.00,,MA,,94563,$22.00,Orinda,CA,,,,,,
02106,$28.00,,MA,,94564,$22.00,Pinole,CA,,,,,,
02107,$28.00,,MA,,94566,$22.00,Pleasanton,CA,,,,,,
02117,$28.00,Boston,MA,,94568,$22.00,Dublin,CA,,,,,,
02123,$28.00,Boston,MA,,94569,$22.00,Port Costa,CA,,,,,,
02133,$28.00,Boston,MA,,94570,$22.00,Moraga,CA,,,,,,
02137,$28.00,Readville,MA,,94572,$22.00,Rodeo,CA,,,,,,
02142,$28.00,Cambridge,MA,,94575,$22.00,Moraga,CA,,,,,,
02144,$28.00,Somerville,MA,,94577,$22.00,San Leandro,CA,,,,,,
02146,$28.00,,MA,,94578,$22.00,San Leandro,CA,,,,,,
02147,$28.00,,MA,,94579,$22.00,San Leandro,CA,,,,,,
02153,$28.00,Medford,MA,,94580,$22.00,San Lorenzo,CA,,,,,,
02154,$28.00,,MA,,94582,$22.00,San Ramon,CA,,,,,,
02156,$28.00,West Medford,MA,,94583,$22.00,San Ramon,CA,,,,,,
02157,$28.00,,MA,,94586,$22.00,Sunol,CA,,,,,,
02158,$28.00,,MA,,94587,$22.00,Union City,CA,,,,,,
02159,$28.00,,MA,,94588,$22.00,Pleasanton,CA,,,,,,
02160,$28.00,,MA,,94595,$22.00,Walnut Creek,CA,,,,,,
02161,$28.00,,MA,,94596,$22.00,Walnut Creek,CA,,,,,,
02162,$28.00,,MA,,94597,$22.00,Walnut Creek,CA,,,,,,
02164,$28.00,,MA,,94598,$22.00,Walnut Creek,CA,,,,,,
02165,$28.00,,MA,,94601,$22.00,Oakland,CA,,,,,,
02166,$28.00,,MA,,94602,$22.00,Oakland,CA,,,,,,
02167,$28.00,,MA,,94603,$22.00,Oakland,CA,,,,,,
02168,$28.00,,MA,,94604,$22.00,Oakland,CA,,,,,,
02171,$28.00,Quincy,MA,,94605,$22.00,Oakland,CA,,,,,,
02172,$28.00,,MA,,94606,$22.00,Oakland,CA,,,,,,
02173,$28.00,,MA,,94607,$22.00,Oakland,CA,,,,,,
02174,$28.00,,MA,,94608,$22.00,Oakland,CA,,,,,,
02175,$28.00,,MA,,94609,$22.00,Oakland,CA,,,,,,
02177,$28.00,,MA,,94610,$22.00,Oakland,CA,,,,,,
02178,$28.00,,MA,,94611,$22.00,Oakland,CA,,,,,,
02179,$28.00,,MA,,94612,$22.00,Oakland,CA,,,,,,
02181,$28.00,,MA,,94613,$22.00,Oakland,CA,,,,,,
02184,$28.00,Braintree,MA,,94614,$22.00,Oakland,CA,,,,,,
02185,$28.00,Braintree,MA,,94615,$22.00,Oakland,CA,,,,,,
02187,$28.00,Milton Village,MA,,94617,$22.00,Oakland,CA,,,,,,
02188,$28.00,Weymouth,MA,,94618,$22.00,Oakland,CA,,,,,,
02189,$28.00,East Weymouth,MA,,94619,$22.00,Oakland,CA,,,,,,
02191,$28.00,North Weymouth,MA,,94620,$22.00,Oakland,CA,,,,,,
02192,$28.00,,MA,,94621,$22.00,Oakland,CA,,,,,,
02193,$28.00,,MA,,94622,$22.00,Oakland,CA,,,,,,
02194,$28.00,,MA,,94623,$22.00,Oakland,CA,,,,,,
02195,$28.00,,MA,,94624,$22.00,Oakland,CA,,,,,,
02196,$28.00,Boston,MA,,94649,$22.00,Oakland,CA,,,,,,
02201,$28.00,Boston,MA,,94659,$22.00,Oakland,CA,,,,,,
02202,$28.00,,MA,,94660,$22.00,Oakland,CA,,,,,,
02204,$28.00,Boston,MA,,94661,$22.00,Oakland,CA,,,,,,
02205,$28.00,Boston,MA,,94662,$22.00,Emeryville,CA,,,,,,
02206,$28.00,Boston,MA,,94666,$22.00,Oakland,CA,,,,,,
02207,$28.00,,MA,,94701,$22.00,Berkeley,CA,,,,,,
02208,$28.00,,MA,,94702,$22.00,Berkeley,CA,,,,,,
02209,$28.00,,MA,,94703,$22.00,Berkeley,CA,,,,,,
02211,$28.00,Boston,MA,,94704,$22.00,Berkeley,CA,,,,,,
02212,$28.00,Boston,MA,,94705,$22.00,Berkeley,CA,,,,,,
02216,$28.00,,MA,,94706,$22.00,Albany,CA,,,,,,
02217,$28.00,Boston,MA,,94707,$22.00,Berkeley,CA,,,,,,
02222,$28.00,Boston,MA,,94708,$22.00,Berkeley,CA,,,,,,
02228,$28.00,,MA,,94709,$22.00,Berkeley,CA,,,,,,
02238,$28.00,Cambridge,MA,,94710,$22.00,Berkeley,CA,,,,,,
02239,$28.00,,MA,,94712,$22.00,Berkeley,CA,,,,,,
02241,$28.00,Boston,MA,,94720,$22.00,Oakland,CA,,,,,,
02254,$28.00,,MA,,94801,$22.00,Richmond,CA,,,,,,
02258,$28.00,,MA,,94802,$22.00,Richmond,CA,,,,,,
02266,$28.00,Boston,MA,,94803,$22.00,Richmond,CA,,,,,,
02269,$28.00,Quincy,MA,,94804,$22.00,Richmond,CA,,,,,,
02272,$28.00,,MA,,94805,$22.00,Richmond,CA,,,,,,
02277,$28.00,,MA,,94806,$22.00,Richmond,CA,,,,,,
02283,$28.00,Boston,MA,,94807,$22.00,Richmond,CA,,,,,,
02284,$28.00,Boston,MA,,94808,$22.00,Richmond,CA,,,,,,
02293,$28.00,Boston,MA,,94820,$22.00,El Sobrante,CA,,,,,,
02295,$28.00,,MA,,94850,$22.00,Richmond,CA,,,,,,
02297,$28.00,Boston,MA,,95002,$22.00,San Jose,CA,,,,,,
02298,$28.00,Boston,MA,,95030,$22.00,Los Gatos,CA,,,,,,
02301,$28.00,Brockton,MA,,95032,$22.00,Los Gatos,CA,,,,,,
02302,$28.00,Brockton,MA,,95035,$22.00,Milpitas,CA,,,,,,
02303,$28.00,Brockton,MA,,95036,$22.00,Milpitas,CA,,,,,,
02304,$28.00,Brockton,MA,,95050,$22.00,Santa Clara,CA,,,,,,
02305,$28.00,Brockton,MA,,95051,$22.00,Santa Clara,CA,,,,,,
02325,$28.00,Bridgewater,MA,,95070,$22.00,Saratoga,CA,,,,,,
02327,$28.00,Bryantville,MA,,95124,$22.00,San Jose,CA,,,,,,
02330,$28.00,Carver,MA,,95126,$22.00,San Jose,CA,,,,,,
02331,$28.00,Duxbury,MA,,95128,$22.00,San Jose,CA,,,,,,
02332,$28.00,Duxbury,MA,,95133,$22.00,San Jose,CA,,,,,,
02333,$28.00,East Bridgewater,MA,,95134,$22.00,San Jose,CA,,,,,,
02334,$28.00,Easton,MA,,95138,$22.00,San Jose,CA,,,,,,
02337,$28.00,Elmwood,MA,,95148,$22.00,San Jose,CA,,,,,,
02338,$28.00,Halifax,MA,,01031,$20.63,Hardwick,MA,,,,,,
02339,$28.00,Hanover,MA,,01037,$20.63,Hardwick,MA,,,,,,
02340,$28.00,Hanover,MA,,01094,$20.63,Hardwick,MA,,,,,,
02341,$28.00,Hanson,MA,,01472,$20.63,Shirley,MA,,,,,,
02344,$28.00,Middleboro,MA,,01509,$20.63,Charlton,MA,,,,,,
02345,$28.00,Manomet,MA,,01515,$20.63,East Brookfield,MA,,,,,,
02346,$28.00,Middleboro,MA,,01525,$20.63,Northbridge,MA,,,,,,
02347,$28.00,Lakeville,MA,,01531,$20.63,New Braintree,MA,,,,,,
02348,$28.00,Lakeville,MA,,01537,$20.63,Oxford,MA,,,,,,
02349,$28.00,Middleboro,MA,,01538,$20.63,Uxbridge,MA,,,,,,
02350,$28.00,Monponsett,MA,,01542,$20.63,Leicester,MA,,,,,,
02355,$28.00,North Carver,MA,,01611,$20.63,Leicester,MA,,,,,,
02356,$28.00,North Easton,MA,,01655,$20.63,Worcester,MA,,,,,,
02357,$28.00,North Easton,MA,,06066,$20.63,Vernon,CT,,,,,,
02358,$28.00,North Pembroke,MA,,06087,$20.63,Farmington,CT,,,,,,
02359,$28.00,Pembroke,MA,,06440,$20.63,,CT,,,,,,
02360,$28.00,Plymouth,MA,,06601,$20.63,Bridgeport,CT,,,,,,
02361,$28.00,Plymouth,MA,,06602,$20.63,Bridgeport,CT,,,,,,
02362,$28.00,Plymouth,MA,,06650,$20.63,Stratford,CT,,,,,,
02363,$28.00,,MA,,06813,$20.63,Danbury,CT,,,,,,
02364,$28.00,Kingston,MA,,06828,$20.63,Fairfield,CT,,,,,,
02366,$28.00,South Carver,MA,,06829,$20.63,Wilton,CT,,,,,,
02367,$28.00,Plympton,MA,,06836,$20.63,Greenwich,CT,,,,,,
02381,$28.00,White Horse Beach,MA,,06838,$20.63,Westport,CT,,,,,,
02382,$28.00,Whitman,MA,,06852,$20.63,Norwalk,CT,,,,,,
02401,$28.00,,MA,,06875,$20.63,Redding,CT,,,,,,
02402,$28.00,,MA,,06881,$20.63,Westport,CT,,,,,,
02403,$28.00,,MA,,06904,$20.63,Stamford,CT,,,,,,
02404,$28.00,,MA,,06910,$20.63,Stamford,CT,,,,,,
02405,$28.00,,MA,,06911,$20.63,Stamford,CT,,,,,,
02411,$28.00,,MA,,06912,$20.63,Stamford,CT,,,,,,
02447,$28.00,Brookline Village,MA,,10501,$20.63,Somers,NY,,,,,,
02454,$28.00,Waltham,MA,,10502,$20.63,Greenburgh,NY,,,,,,
02455,$28.00,North Waltham,MA,,10503,$20.63,Irvington,NY,,,,,,
02456,$28.00,New Town,MA,,10504,$20.63,North Castle,NY,,,,,,
02460,$28.00,Newtonville,MA,,10505,$20.63,Somers,NY,,,,,,
02461,$28.00,Newton Highlands,MA,,10506,$20.63,Bedford,NY,,,,,,
02462,$28.00,Newton Lower Falls,MA,,10507,$20.63,Bedford,NY,,,,,,
02471,$28.00,Watertown,MA,,10509,$20.63,Southeast,NY,,,,,,
02475,$28.00,Arlington Heights,MA,,10510,$20.63,Briarcliff Manor,NY,,,,,,
02477,$28.00,Watertown,MA,,10511,$20.63,Cortlandt,NY,,,,,,
02479,$28.00,Waverley,MA,,10512,$20.63,Kent,NY,,,,,,
02495,$28.00,Nonantum,MA,,10514,$20.63,New Castle,NY,,,,,,
02499,$28.00,,MA,,10516,$20.63,Philipstown,NY,,,,,,
02532,$28.00,Buzzards Bay,MA,,10517,$20.63,Cortlandt,NY,,,,,,
02534,$28.00,Cataumet,MA,,10518,$20.63,Lewisboro,NY,,,,,,
02535,$28.00,Chilmark,MA,,10519,$20.63,North Salem,NY,,,,,,
02536,$28.00,East Falmouth,MA,,10520,$20.63,Cortlandt,NY,,,,,,
02537,$28.00,East Sandwich,MA,,10521,$20.63,Cortlandt,NY,,,,,,
02538,$28.00,East Wareham,MA,,10522,$20.63,Greenburgh,NY,,,,,,
02539,$28.00,Edgartown,MA,,10523,$20.63,Greenburgh,NY,,,,,,
02540,$28.00,Falmouth,MA,,10526,$20.63,Lewisboro,NY,,,,,,
02541,$28.00,Falmouth,MA,,10527,$20.63,Somers,NY,,,,,,
02542,$28.00,Buzzards Bay,MA,,10528,$20.63,Harrison,NY,,,,,,
02543,$28.00,Woods Hole,MA,,10530,$20.63,Greenburgh,NY,,,,,,
02552,$28.00,Menemsha,MA,,10532,$20.63,Mount Pleasant,NY,,,,,,
02553,$28.00,Monument Beach,MA,,10533,$20.63,Greenburgh,NY,,,,,,
02554,$28.00,Nantucket,MA,,10535,$20.63,Jefferson Valley-Yorktown,NY,,,,,,
02556,$28.00,North Falmouth,MA,,10536,$20.63,Somers,NY,,,,,,
02557,$28.00,Oak Bluffs,MA,,10540,$20.63,Somers,NY,,,,,,
02558,$28.00,Onset,MA,,10541,$20.63,Carmel,NY,,,,,,
02559,$28.00,Pocasset,MA,,10545,$20.63,Ossining,NY,,,,,,
02561,$28.00,Sagamore,MA,,10546,$20.63,New Castle,NY,,,,,,
02562,$28.00,Sagamore Beach,MA,,10547,$20.63,Yorktown,NY,,,,,,
02563,$28.00,Sandwich,MA,,10548,$20.63,Cortlandt,NY,,,,,,
02564,$28.00,Siasconset,MA,,10549,$20.63,Bedford,NY,,,,,,
02565,$28.00,,MA,,10550,$20.63,Mount Vernon,NY,,,,,,
02568,$28.00,Vineyard Haven,MA,,10551,$20.63,Mount Vernon,NY,,,,,,
02571,$28.00,Wareham,MA,,10552,$20.63,Mount Vernon,NY,,,,,,
02573,$28.00,,MA,,10553,$20.63,Mount Vernon,NY,,,,,,
02574,$28.00,West Falmouth,MA,,10560,$20.63,North Salem,NY,,,,,,
02575,$28.00,West Tisbury,MA,,10562,$20.63,Ossining,NY,,,,,,
02576,$28.00,West Wareham,MA,,10566,$20.63,Peekskill,NY,,,,,,
02584,$28.00,Nantucket,MA,,10567,$20.63,Cortlandt,NY,,,,,,
02601,$28.00,Hyannis,MA,,10570,$20.63,Mount Pleasant,NY,,,,,,
02630,$28.00,Barnstable,MA,,10573,$20.63,Rye Brook,NY,,,,,,
02631,$28.00,Brewster,MA,,10576,$20.63,Pound Ridge,NY,,,,,,
02632,$28.00,Centerville,MA,,10577,$20.63,Harrison,NY,,,,,,
02633,$28.00,Chatham,MA,,10578,$20.63,Somers,NY,,,,,,
02634,$28.00,Centerville,MA,,10580,$20.63,Rye,NY,,,,,,
02635,$28.00,Cotuit,MA,,10583,$20.63,Scarsdale,NY,,,,,,
02636,$28.00,,MA,,10587,$20.63,Somers,NY,,,,,,
02637,$28.00,Cummaquid,MA,,10588,$20.63,Yorktown,NY,,,,,,
02638,$28.00,Dennis,MA,,10589,$20.63,Somers,NY,,,,,,
02639,$28.00,Dennis Port,MA,,10590,$20.63,Lewisboro,NY,,,,,,
02641,$28.00,East Dennis,MA,,10591,$20.63,Mount Pleasant,NY,,,,,,
02642,$28.00,Eastham,MA,,10594,$20.63,Mount Pleasant,NY,,,,,,
02643,$28.00,East Orleans,MA,,10595,$20.63,Mount Pleasant,NY,,,,,,
02644,$28.00,Forestdale,MA,,10596,$20.63,Cortlandt,NY,,,,,,
02645,$28.00,Harwich,MA,,10601,$20.63,White Plains,NY,,,,,,
02646,$28.00,Harwich Port,MA,,10602,$20.63,White Plains,NY,,,,,,
02647,$28.00,Hyannis Port,MA,,10603,$20.63,Greenburgh,NY,,,,,,
02648,$28.00,Marstons Mills,MA,,10605,$20.63,White Plains,NY,,,,,,
02649,$28.00,Mashpee,MA,,10606,$20.63,White Plains,NY,,,,,,
02650,$28.00,North Chatham,MA,,10607,$20.63,Greenburgh,NY,,,,,,
02651,$28.00,North Eastham,MA,,10610,$20.63,White Plains,NY,,,,,,
02652,$28.00,North Truro,MA,,10701,$20.63,Yonkers,NY,,,,,,
02653,$28.00,Orleans,MA,,10702,$20.63,Yonkers,NY,,,,,,
02655,$28.00,Osterville,MA,,10703,$20.63,Yonkers,NY,,,,,,
02657,$28.00,Provincetown,MA,,10704,$20.63,Yonkers,NY,,,,,,
02659,$28.00,South Chatham,MA,,10705,$20.63,Yonkers,NY,,,,,,
02660,$28.00,South Dennis,MA,,10707,$20.63,Yonkers,NY,,,,,,
02661,$28.00,South Harwich,MA,,10709,$20.63,New Rochelle,NY,,,,,,
02662,$28.00,South Orleans,MA,,10710,$20.63,Yonkers,NY,,,,,,
02663,$28.00,South Wellfleet,MA,,10802,$20.63,New Rochelle,NY,,,,,,
02664,$28.00,South Yarmouth,MA,,20001,$20.63,Washington,DC,,,,,,
02666,$28.00,Truro,MA,,20002,$20.63,Washington,DC,,,,,,
02667,$28.00,Wellfleet,MA,,20003,$20.63,Washington,DC,,,,,,
02668,$28.00,West Barnstable,MA,,20004,$20.63,Washington,DC,,,,,,
02669,$28.00,West Chatham,MA,,20005,$20.63,Washington,DC,,,,,,
02670,$28.00,West Dennis,MA,,20006,$20.63,Washington,DC,,,,,,
02671,$28.00,West Harwich,MA,,20007,$20.63,Washington,DC,,,,,,
02672,$28.00,West Hyannisport,MA,,20008,$20.63,Washington,DC,,,,,,
02673,$28.00,West Yarmouth,MA,,20009,$20.63,Washington,DC,,,,,,
